run,step,resident_id,structural_source_violations,reasons
24hh_seed9401,22,syn_t002_h0000013_r001,0,
24hh_seed9401,23,syn_t001_h0000004_r001,0,
24hh_seed9401,23,syn_t001_h0000005_r001,0,
24hh_seed9401,23,syn_t001_h0000005_r002,0,
24hh_seed9401,23,syn_t001_h0000007_r001,0,
24hh_seed9401,23,syn_t001_h0000010_r001,0,
24hh_seed9401,23,syn_t002_h0000004_r001,0,
24hh_seed9401,23,syn_t002_h0000007_r001,0,
24hh_seed9401,23,syn_t002_h0000011_r001,0,
24hh_seed9401,23,syn_t002_h0000013_r001,0,
24hh_seed9401,24,syn_t001_h0000002_r001,0,
24hh_seed9401,24,syn_t001_h0000002_r002,0,
24hh_seed9401,24,syn_t001_h0000004_r001,0,
24hh_seed9401,24,syn_t001_h0000005_r001,0,
24hh_seed9401,24,syn_t001_h0000005_r002,0,
24hh_seed9401,24,syn_t001_h0000006_r001,0,
24hh_seed9401,24,syn_t001_h0000007_r001,0,
24hh_seed9401,24,syn_t001_h0000010_r001,0,
24hh_seed9401,24,syn_t002_h0000003_r001,0,
24hh_seed9401,24,syn_t002_h0000004_r001,0,
24hh_seed9401,24,syn_t002_h0000005_r001,0,
24hh_seed9401,24,syn_t002_h0000007_r001,0,
24hh_seed9401,24,syn_t002_h0000011_r001,0,
24hh_seed9401,24,syn_t002_h0000013_r001,0,
24hh_seed9401,25,syn_t001_h0000002_r001,0,
24hh_seed9401,25,syn_t001_h0000002_r002,0,
24hh_seed9401,25,syn_t001_h0000004_r001,0,
24hh_seed9401,25,syn_t001_h0000005_r001,0,
24hh_seed9401,25,syn_t001_h0000005_r002,0,
24hh_seed9401,25,syn_t001_h0000006_r001,0,
24hh_seed9401,25,syn_t001_h0000007_r001,0,
24hh_seed9401,25,syn_t001_h0000007_r003,0,
24hh_seed9401,25,syn_t001_h0000010_r001,0,
24hh_seed9401,25,syn_t002_h0000001_r001,0,
24hh_seed9401,25,syn_t002_h0000003_r001,0,
24hh_seed9401,25,syn_t002_h0000004_r001,0,
24hh_seed9401,25,syn_t002_h0000005_r001,0,
24hh_seed9401,25,syn_t002_h0000007_r001,0,
24hh_seed9401,25,syn_t002_h0000009_r001,0,
24hh_seed9401,25,syn_t002_h0000009_r002,0,
24hh_seed9401,25,syn_t002_h0000011_r001,0,
24hh_seed9401,25,syn_t002_h0000012_r001,0,
24hh_seed9401,25,syn_t002_h0000013_r001,0,
24hh_seed9401,25,syn_t002_h0000013_r003,0,
