donor_id,PUMA,WGTP,NP,TYPE,VEH,HHT,HINCP,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size
donor_h0002390,08900,7,2,1,2.0,1.0,255000.0,200000_plus,2,married_couple,no_65_plus,7.0,2
donor_h0002391,08900,25,1,1,1.0,4.0,32800.0,30000_34999,1,nonfamily_living_alone,no_65_plus,25.0,1
donor_h0002392,08900,9,2,1,3.0,5.0,93000.0,75000_99999,3,nonfamily_living_alone,no_65_plus,9.0,2
donor_h0002393,08900,35,2,1,2.0,1.0,47200.0,45000_49999,2,married_couple,no_65_plus,35.0,2
donor_h0002394,08900,5,2,1,2.0,1.0,100000.0,100000_124999,2,married_couple,has_65_plus,5.0,2
donor_h0002395,08900,13,2,1,2.0,3.0,103000.0,100000_124999,2,other_female_householder,no_65_plus,13.0,2
donor_h0002396,08900,14,1,1,1.0,4.0,50000.0,50000_59999,1,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0002397,08900,6,2,1,3.0,1.0,138000.0,125000_149999,3,married_couple,no_65_plus,6.0,2
donor_h0002398,08900,7,1,1,1.0,6.0,89900.0,75000_99999,1,nonfamily_not_living_alone,no_65_plus,7.0,1
donor_h0002399,08900,10,2,1,2.0,1.0,29000.0,25000_29999,2,married_couple,has_65_plus,10.0,2
donor_h0002400,08900,15,2,1,2.0,3.0,41150.0,40000_44999,2,other_female_householder,has_65_plus,15.0,2
donor_h0002401,08900,7,2,1,3.0,1.0,21500.0,20000_24999,3,married_couple,has_65_plus,7.0,2
donor_h0002402,08900,27,2,1,1.0,1.0,29200.0,25000_29999,1,married_couple,has_65_plus,27.0,2
donor_h0002403,08900,22,4,1,2.0,1.0,98000.0,75000_99999,2,married_couple,no_65_plus,22.0,4
donor_h0002404,08900,5,2,1,3.0,1.0,73300.0,60000_74999,3,married_couple,has_65_plus,5.0,2
donor_h0002405,08900,4,2,1,2.0,1.0,95450.0,75000_99999,2,married_couple,has_65_plus,4.0,2
donor_h0002406,08900,11,1,1,0.0,6.0,15100.0,15000_19999,0,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0002407,08900,9,1,1,1.0,6.0,11700.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0002408,08900,9,2,1,3.0,1.0,94340.0,75000_99999,3,married_couple,no_65_plus,9.0,2
donor_h0002409,08900,33,3,1,2.0,3.0,29400.0,25000_29999,2,other_female_householder,has_65_plus,33.0,3
donor_h0002410,08900,26,2,1,2.0,5.0,95000.0,75000_99999,2,nonfamily_living_alone,no_65_plus,26.0,2
donor_h0002411,08900,14,2,1,2.0,1.0,74800.0,60000_74999,2,married_couple,has_65_plus,14.0,2
donor_h0002412,08900,15,2,1,2.0,1.0,78400.0,75000_99999,2,married_couple,no_65_plus,15.0,2
donor_h0002413,08900,29,2,1,2.0,1.0,19000.0,15000_19999,2,married_couple,has_65_plus,29.0,2
donor_h0002414,08900,11,1,1,0.0,4.0,960.0,lt_10000,0,nonfamily_living_alone,no_65_plus,11.0,1
donor_h0002415,08900,6,1,1,1.0,6.0,0.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,6.0,1
donor_h0002416,08900,16,1,1,0.0,6.0,12000.0,10000_14999,0,nonfamily_not_living_alone,has_65_plus,16.0,1
donor_h0002417,08900,17,2,1,1.0,3.0,47600.0,45000_49999,1,other_female_householder,has_65_plus,17.0,2
donor_h0002418,08900,47,2,1,2.0,2.0,18000.0,15000_19999,2,other_male_householder,has_65_plus,47.0,2
donor_h0002419,08900,20,4,1,4.0,1.0,101300.0,100000_124999,4_plus,married_couple,no_65_plus,20.0,4
donor_h0002420,08900,50,2,1,3.0,1.0,37000.0,35000_39999,3,married_couple,no_65_plus,50.0,2
donor_h0002421,08900,13,1,1,1.0,4.0,25500.0,25000_29999,1,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0002422,08900,10,1,1,1.0,4.0,70000.0,60000_74999,1,nonfamily_living_alone,no_65_plus,10.0,1
donor_h0002423,08900,12,3,1,3.0,1.0,209200.0,200000_plus,3,married_couple,no_65_plus,12.0,3
donor_h0002424,08900,27,3,1,1.0,3.0,20000.0,20000_24999,1,other_female_householder,no_65_plus,27.0,3
donor_h0002425,08900,61,2,1,2.0,7.0,151800.0,150000_199999,2,nonfamily_not_living_alone,no_65_plus,61.0,2
donor_h0002426,08900,14,1,1,0.0,6.0,56400.0,50000_59999,0,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0002427,08900,15,2,1,2.0,7.0,40500.0,40000_44999,2,nonfamily_not_living_alone,has_65_plus,15.0,2
donor_h0002428,08900,12,3,1,1.0,1.0,33900.0,30000_34999,1,married_couple,no_65_plus,12.0,3
donor_h0002429,08900,15,4,1,4.0,2.0,64700.0,60000_74999,4_plus,other_male_householder,no_65_plus,15.0,4
donor_h0002430,08900,7,1,1,1.0,6.0,13700.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,7.0,1
donor_h0002431,08900,39,2,1,1.0,1.0,43200.0,40000_44999,1,married_couple,no_65_plus,39.0,2
donor_h0002432,08900,16,2,1,2.0,3.0,102400.0,100000_124999,2,other_female_householder,has_65_plus,16.0,2
donor_h0002433,08900,6,2,1,2.0,1.0,51500.0,50000_59999,2,married_couple,has_65_plus,6.0,2
donor_h0002434,08900,12,3,1,1.0,1.0,44800.0,40000_44999,1,married_couple,no_65_plus,12.0,3
donor_h0002435,08900,11,3,1,2.0,1.0,504570.0,200000_plus,2,married_couple,no_65_plus,11.0,3
donor_h0002436,08900,8,2,1,3.0,1.0,112000.0,100000_124999,3,married_couple,no_65_plus,8.0,2
donor_h0002437,08900,13,2,1,2.0,1.0,32400.0,30000_34999,2,married_couple,has_65_plus,13.0,2
donor_h0002438,08900,13,1,1,1.0,6.0,15000.0,15000_19999,1,nonfamily_not_living_alone,no_65_plus,13.0,1
donor_h0002439,08900,19,1,1,1.0,6.0,15800.0,15000_19999,1,nonfamily_not_living_alone,has_65_plus,19.0,1
donor_h0002440,08900,8,2,1,1.0,1.0,489100.0,200000_plus,1,married_couple,has_65_plus,8.0,2
donor_h0002441,08900,12,1,1,1.0,6.0,0.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,12.0,1
donor_h0002442,08900,7,2,1,3.0,1.0,193700.0,150000_199999,3,married_couple,has_65_plus,7.0,2
donor_h0002443,08900,8,1,1,2.0,6.0,62600.0,60000_74999,2,nonfamily_not_living_alone,no_65_plus,8.0,1
donor_h0002444,08900,15,1,1,0.0,4.0,75000.0,75000_99999,0,nonfamily_living_alone,no_65_plus,15.0,1
donor_h0002445,08900,14,1,1,1.0,6.0,63100.0,60000_74999,1,nonfamily_not_living_alone,no_65_plus,14.0,1
donor_h0002446,08900,8,1,1,1.0,6.0,88100.0,75000_99999,1,nonfamily_not_living_alone,has_65_plus,8.0,1
donor_h0002447,08900,3,2,1,2.0,1.0,78000.0,75000_99999,2,married_couple,no_65_plus,3.0,2
donor_h0002448,08900,20,1,1,1.0,4.0,22000.0,20000_24999,1,nonfamily_living_alone,has_65_plus,20.0,1
donor_h0002449,08900,27,1,1,1.0,6.0,7000.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,27.0,1
donor_h0002450,08900,9,1,1,1.0,6.0,13900.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0002451,08900,13,2,1,1.0,1.0,39300.0,35000_39999,1,married_couple,has_65_plus,13.0,2
donor_h0002452,08900,13,2,1,2.0,1.0,34800.0,30000_34999,2,married_couple,has_65_plus,13.0,2
donor_h0002453,08900,12,2,1,2.0,1.0,110200.0,100000_124999,2,married_couple,has_65_plus,12.0,2
donor_h0002454,08900,11,1,1,1.0,6.0,36400.0,35000_39999,1,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0002455,08900,2,4,1,2.0,1.0,32500.0,30000_34999,2,married_couple,no_65_plus,2.0,4
donor_h0002456,08900,14,1,1,2.0,4.0,17000.0,15000_19999,2,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0002457,08900,11,1,1,0.0,6.0,68000.0,60000_74999,0,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0002458,08900,4,1,1,2.0,6.0,27600.0,25000_29999,2,nonfamily_not_living_alone,has_65_plus,4.0,1
donor_h0002459,08900,10,3,1,2.0,1.0,73800.0,60000_74999,2,married_couple,has_65_plus,10.0,3
donor_h0002460,08900,13,1,1,1.0,4.0,47500.0,45000_49999,1,nonfamily_living_alone,no_65_plus,13.0,1
donor_h0002461,08900,10,1,1,0.0,6.0,11100.0,10000_14999,0,nonfamily_not_living_alone,no_65_plus,10.0,1
donor_h0002462,08900,11,1,1,6.0,4.0,144000.0,125000_149999,4_plus,nonfamily_living_alone,no_65_plus,11.0,1
donor_h0002463,08900,5,1,1,3.0,4.0,28400.0,25000_29999,3,nonfamily_living_alone,has_65_plus,5.0,1
donor_h0002464,08900,20,1,1,2.0,6.0,37000.0,35000_39999,2,nonfamily_not_living_alone,has_65_plus,20.0,1
donor_h0002465,08900,59,1,1,1.0,4.0,50000.0,50000_59999,1,nonfamily_living_alone,no_65_plus,59.0,1
donor_h0002466,08900,9,1,1,1.0,6.0,29400.0,25000_29999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0002467,08900,21,1,1,0.0,4.0,11500.0,10000_14999,0,nonfamily_living_alone,has_65_plus,21.0,1
donor_h0002468,08900,41,6,1,6.0,1.0,159100.0,150000_199999,4_plus,married_couple,no_65_plus,41.0,6
donor_h0002469,08900,8,2,1,1.0,1.0,78100.0,75000_99999,1,married_couple,has_65_plus,8.0,2
donor_h0002470,08900,8,2,1,2.0,1.0,66400.0,60000_74999,2,married_couple,has_65_plus,8.0,2
donor_h0002471,08900,13,3,1,3.0,1.0,110030.0,100000_124999,3,married_couple,no_65_plus,13.0,3
donor_h0002472,08900,8,2,1,2.0,1.0,142000.0,125000_149999,2,married_couple,no_65_plus,8.0,2
donor_h0002473,08900,3,2,1,3.0,1.0,22230.0,20000_24999,3,married_couple,has_65_plus,3.0,2
donor_h0002474,08900,11,1,1,1.0,6.0,62000.0,60000_74999,1,nonfamily_not_living_alone,no_65_plus,11.0,1
donor_h0002475,08900,7,1,1,1.0,6.0,4100.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,7.0,1
donor_h0002476,08900,24,1,1,1.0,6.0,25700.0,25000_29999,1,nonfamily_not_living_alone,has_65_plus,24.0,1
donor_h0002477,08900,10,2,1,3.0,1.0,438000.0,200000_plus,3,married_couple,no_65_plus,10.0,2
donor_h0002478,08900,35,1,1,1.0,6.0,13600.0,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35.0,1
donor_h0002479,08900,10,4,1,2.0,1.0,90000.0,75000_99999,2,married_couple,no_65_plus,10.0,4
donor_h0002480,08900,9,4,1,1.0,3.0,37000.0,35000_39999,1,other_female_householder,no_65_plus,9.0,4
donor_h0002481,08900,14,1,1,0.0,4.0,18200.0,15000_19999,0,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0002482,08900,2,2,1,2.0,1.0,16800.0,15000_19999,2,married_couple,has_65_plus,2.0,2
donor_h0002483,08900,11,2,1,2.0,7.0,231800.0,200000_plus,2,nonfamily_not_living_alone,has_65_plus,11.0,2
donor_h0002484,08900,38,1,1,1.0,4.0,40000.0,40000_44999,1,nonfamily_living_alone,no_65_plus,38.0,1
donor_h0002485,08900,10,3,1,3.0,1.0,61920.0,60000_74999,3,married_couple,no_65_plus,10.0,3
donor_h0002486,08900,10,4,1,2.0,1.0,35000.0,35000_39999,2,married_couple,no_65_plus,10.0,4
donor_h0002487,08900,15,1,1,2.0,6.0,65000.0,60000_74999,2,nonfamily_not_living_alone,no_65_plus,15.0,1
donor_h0002488,08900,8,3,1,3.0,2.0,95510.0,75000_99999,3,other_male_householder,has_65_plus,8.0,3
donor_h0002489,08900,15,1,1,1.0,6.0,46000.0,45000_49999,1,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0002490,08900,29,2,1,1.0,1.0,45000.0,45000_49999,1,married_couple,no_65_plus,29.0,2
donor_h0002491,08900,13,1,1,1.0,6.0,31940.0,30000_34999,1,nonfamily_not_living_alone,has_65_plus,13.0,1
donor_h0002492,08900,42,4,1,4.0,1.0,105000.0,100000_124999,4_plus,married_couple,no_65_plus,42.0,4
donor_h0002493,08900,44,1,1,1.0,6.0,51000.0,50000_59999,1,nonfamily_not_living_alone,has_65_plus,44.0,1
donor_h0002494,08900,17,5,1,3.0,1.0,43000.0,40000_44999,3,married_couple,has_65_plus,17.0,5
donor_h0002495,08900,48,1,1,1.0,6.0,25600.0,25000_29999,1,nonfamily_not_living_alone,has_65_plus,48.0,1
donor_h0002496,08900,49,1,1,1.0,4.0,0.0,lt_10000,1,nonfamily_living_alone,no_65_plus,49.0,1
donor_h0002497,08900,22,2,1,2.0,1.0,26900.0,25000_29999,2,married_couple,has_65_plus,22.0,2
donor_h0002498,08900,2,3,1,4.0,2.0,146000.0,125000_149999,4_plus,other_male_householder,no_65_plus,2.0,3
donor_h0002499,08900,14,1,1,1.0,4.0,10000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0002500,08900,15,2,1,3.0,1.0,74620.0,60000_74999,3,married_couple,has_65_plus,15.0,2
donor_h0002501,08900,4,2,1,2.0,1.0,33000.0,30000_34999,2,married_couple,has_65_plus,4.0,2
donor_h0002502,08900,2,1,1,1.0,4.0,62000.0,60000_74999,1,nonfamily_living_alone,has_65_plus,2.0,1
donor_h0002503,08900,14,2,1,2.0,1.0,25100.0,25000_29999,2,married_couple,has_65_plus,14.0,2
donor_h0002504,08900,24,5,1,1.0,3.0,23000.0,20000_24999,1,other_female_householder,no_65_plus,24.0,5
donor_h0002505,08900,8,2,1,3.0,1.0,283001.0,200000_plus,3,married_couple,no_65_plus,8.0,2
donor_h0002506,08900,11,1,1,1.0,6.0,5100.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0002507,08900,10,2,1,4.0,1.0,11800.0,10000_14999,4_plus,married_couple,has_65_plus,10.0,2
donor_h0002508,08900,21,5,1,1.0,1.0,145500.0,125000_149999,1,married_couple,no_65_plus,21.0,5
donor_h0002509,08900,9,1,1,1.0,4.0,15100.0,15000_19999,1,nonfamily_living_alone,has_65_plus,9.0,1
donor_h0002510,08900,17,1,1,1.0,6.0,38800.0,35000_39999,1,nonfamily_not_living_alone,has_65_plus,17.0,1
donor_h0002511,08900,35,2,1,2.0,1.0,118000.0,100000_124999,2,married_couple,no_65_plus,35.0,2
donor_h0002512,08900,57,4,1,2.0,7.0,36000.0,35000_39999,2,nonfamily_not_living_alone,no_65_plus,57.0,4
donor_h0002513,08900,34,2,1,0.0,3.0,0.0,lt_10000,0,other_female_householder,no_65_plus,34.0,2
donor_h0002514,08900,15,2,1,1.0,3.0,51600.0,50000_59999,1,other_female_householder,no_65_plus,15.0,2
donor_h0002515,08900,10,1,1,1.0,6.0,40000.0,40000_44999,1,nonfamily_not_living_alone,no_65_plus,10.0,1
donor_h0002516,08900,10,5,1,1.0,3.0,18600.0,15000_19999,1,other_female_householder,no_65_plus,10.0,5
donor_h0002517,08900,11,2,1,1.0,3.0,32700.0,30000_34999,1,other_female_householder,has_65_plus,11.0,2
donor_h0002518,08900,17,1,1,2.0,6.0,0.0,lt_10000,2,nonfamily_not_living_alone,no_65_plus,17.0,1
donor_h0002519,08900,8,4,1,2.0,1.0,62000.0,60000_74999,2,married_couple,no_65_plus,8.0,4
donor_h0002520,08900,7,1,1,2.0,6.0,18200.0,15000_19999,2,nonfamily_not_living_alone,no_65_plus,7.0,1
donor_h0002521,08900,13,2,1,3.0,1.0,592000.0,200000_plus,3,married_couple,no_65_plus,13.0,2
donor_h0002522,08900,9,1,1,0.0,4.0,23500.0,20000_24999,0,nonfamily_living_alone,has_65_plus,9.0,1
donor_h0002523,08900,14,1,1,1.0,4.0,40000.0,40000_44999,1,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0002524,08900,42,4,1,2.0,1.0,55000.0,50000_59999,2,married_couple,no_65_plus,42.0,4
donor_h0002525,08900,24,3,1,2.0,1.0,27800.0,25000_29999,2,married_couple,has_65_plus,24.0,3
donor_h0002526,08900,11,2,1,4.0,1.0,65000.0,60000_74999,4_plus,married_couple,has_65_plus,11.0,2
donor_h0002527,08900,44,2,1,2.0,7.0,16000.0,15000_19999,2,nonfamily_not_living_alone,no_65_plus,44.0,2
donor_h0002528,08900,17,1,1,1.0,6.0,10800.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,17.0,1
donor_h0002529,08900,9,1,1,1.0,4.0,12000.0,10000_14999,1,nonfamily_living_alone,has_65_plus,9.0,1
donor_h0002530,08900,15,6,1,2.0,1.0,117700.0,100000_124999,2,married_couple,no_65_plus,15.0,6
donor_h0002531,08900,13,3,1,4.0,5.0,105200.0,100000_124999,4_plus,nonfamily_living_alone,no_65_plus,13.0,3
donor_h0002532,08900,22,3,1,2.0,2.0,13000.0,10000_14999,2,other_male_householder,no_65_plus,22.0,3
donor_h0002533,08900,8,2,1,2.0,1.0,86500.0,75000_99999,2,married_couple,no_65_plus,8.0,2
donor_h0002534,08900,75,1,1,1.0,4.0,10000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,75.0,1
donor_h0002535,08900,18,1,1,1.0,6.0,52900.0,50000_59999,1,nonfamily_not_living_alone,no_65_plus,18.0,1
donor_h0002536,08900,1,2,1,6.0,1.0,91810.0,75000_99999,4_plus,married_couple,no_65_plus,1.0,2
donor_h0002537,08900,15,1,1,1.0,6.0,51020.0,50000_59999,1,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0002538,08900,32,2,1,2.0,1.0,46000.0,45000_49999,2,married_couple,no_65_plus,32.0,2
donor_h0002539,08900,26,4,1,3.0,1.0,52000.0,50000_59999,3,married_couple,no_65_plus,26.0,4
donor_h0002540,08900,8,2,1,3.0,5.0,63000.0,60000_74999,3,nonfamily_living_alone,no_65_plus,8.0,2
donor_h0002541,08900,7,3,1,3.0,1.0,60000.0,60000_74999,3,married_couple,no_65_plus,7.0,3
donor_h0002542,08900,14,3,1,3.0,1.0,109200.0,100000_124999,3,married_couple,no_65_plus,14.0,3
donor_h0002543,08900,13,2,1,1.0,3.0,65000.0,60000_74999,1,other_female_householder,no_65_plus,13.0,2
donor_h0002544,08900,14,2,1,1.0,1.0,18000.0,15000_19999,1,married_couple,no_65_plus,14.0,2
donor_h0002545,08900,10,1,1,0.0,6.0,11000.0,10000_14999,0,nonfamily_not_living_alone,has_65_plus,10.0,1
donor_h0002546,08900,15,2,1,2.0,1.0,76000.0,75000_99999,2,married_couple,no_65_plus,15.0,2
donor_h0002547,08900,13,1,1,1.0,6.0,26200.0,25000_29999,1,nonfamily_not_living_alone,has_65_plus,13.0,1
donor_h0002548,08900,13,7,1,3.0,1.0,57000.0,50000_59999,3,married_couple,no_65_plus,13.0,7
donor_h0002549,08900,7,1,1,2.0,4.0,15300.0,15000_19999,2,nonfamily_living_alone,has_65_plus,7.0,1
donor_h0002550,08900,25,4,1,3.0,1.0,99400.0,75000_99999,3,married_couple,no_65_plus,25.0,4
donor_h0002551,08900,13,1,1,1.0,4.0,17000.0,15000_19999,1,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0002552,08900,11,2,1,2.0,1.0,183000.0,150000_199999,2,married_couple,no_65_plus,11.0,2
donor_h0002553,08900,13,4,1,2.0,1.0,27600.0,25000_29999,2,married_couple,no_65_plus,13.0,4
donor_h0002554,08900,13,2,1,2.0,1.0,108000.0,100000_124999,2,married_couple,no_65_plus,13.0,2
donor_h0002555,08900,20,1,1,1.0,4.0,14000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,20.0,1
donor_h0002556,08900,6,1,1,1.0,4.0,10000.0,10000_14999,1,nonfamily_living_alone,no_65_plus,6.0,1
donor_h0002557,08900,5,2,1,3.0,1.0,665100.0,200000_plus,3,married_couple,has_65_plus,5.0,2
donor_h0002558,08900,16,2,1,1.0,1.0,32700.0,30000_34999,1,married_couple,has_65_plus,16.0,2
donor_h0002559,08900,11,3,1,2.0,1.0,20200.0,20000_24999,2,married_couple,no_65_plus,11.0,3
donor_h0002560,08900,15,3,1,2.0,1.0,48400.0,45000_49999,2,married_couple,has_65_plus,15.0,3
donor_h0002561,08900,12,1,1,0.0,4.0,32300.0,30000_34999,0,nonfamily_living_alone,has_65_plus,12.0,1
donor_h0002562,08900,9,6,1,3.0,1.0,100000.0,100000_124999,3,married_couple,no_65_plus,9.0,6
donor_h0002563,08900,7,2,1,1.0,1.0,56400.0,50000_59999,1,married_couple,has_65_plus,7.0,2
donor_h0002564,08900,4,2,1,2.0,1.0,153200.0,150000_199999,2,married_couple,has_65_plus,4.0,2
donor_h0002565,08900,18,1,1,1.0,6.0,43000.0,40000_44999,1,nonfamily_not_living_alone,has_65_plus,18.0,1
donor_h0002566,08900,7,1,1,2.0,4.0,23300.0,20000_24999,2,nonfamily_living_alone,no_65_plus,7.0,1
donor_h0002567,08900,26,1,1,1.0,6.0,105000.0,100000_124999,1,nonfamily_not_living_alone,has_65_plus,26.0,1
donor_h0002568,08900,22,1,1,1.0,4.0,32000.0,30000_34999,1,nonfamily_living_alone,no_65_plus,22.0,1
donor_h0002569,08900,22,2,1,1.0,2.0,72000.0,60000_74999,1,other_male_householder,no_65_plus,22.0,2
donor_h0002570,08900,19,2,1,3.0,1.0,34800.0,30000_34999,3,married_couple,has_65_plus,19.0,2
donor_h0002571,08900,14,4,1,2.0,1.0,82360.0,75000_99999,2,married_couple,no_65_plus,14.0,4
donor_h0002572,08900,23,4,1,4.0,1.0,81500.0,75000_99999,4_plus,married_couple,no_65_plus,23.0,4
donor_h0002573,08900,10,4,1,4.0,1.0,125000.0,125000_149999,4_plus,married_couple,no_65_plus,10.0,4
donor_h0002574,08900,22,1,1,1.0,6.0,28400.0,25000_29999,1,nonfamily_not_living_alone,has_65_plus,22.0,1
donor_h0002575,08900,4,2,1,3.0,1.0,150000.0,150000_199999,3,married_couple,no_65_plus,4.0,2
donor_h0002576,08900,11,3,1,3.0,1.0,82500.0,75000_99999,3,married_couple,no_65_plus,11.0,3
donor_h0002577,08900,14,3,1,1.0,3.0,20000.0,20000_24999,1,other_female_householder,no_65_plus,14.0,3
donor_h0002578,08900,2,4,1,3.0,3.0,23450.0,20000_24999,3,other_female_householder,has_65_plus,2.0,4
donor_h0002579,08900,25,10,1,2.0,1.0,53000.0,50000_59999,2,married_couple,has_65_plus,25.0,10
donor_h0002580,08900,13,1,1,2.0,6.0,14000.0,10000_14999,2,nonfamily_not_living_alone,has_65_plus,13.0,1
donor_h0002581,08900,14,1,1,0.0,4.0,23000.0,20000_24999,0,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0002582,08900,49,2,1,2.0,1.0,30000.0,30000_34999,2,married_couple,no_65_plus,49.0,2
donor_h0002583,08900,12,2,1,3.0,2.0,40500.0,40000_44999,3,other_male_householder,no_65_plus,12.0,2
donor_h0002584,08900,9,1,1,3.0,4.0,59000.0,50000_59999,3,nonfamily_living_alone,no_65_plus,9.0,1
donor_h0002585,08900,31,1,1,0.0,4.0,0.0,lt_10000,0,nonfamily_living_alone,no_65_plus,31.0,1
donor_h0002586,08900,21,2,1,0.0,5.0,10000.0,10000_14999,0,nonfamily_living_alone,no_65_plus,21.0,2
donor_h0002587,08900,12,2,1,1.0,1.0,39000.0,35000_39999,1,married_couple,no_65_plus,12.0,2
donor_h0002588,08900,5,4,1,6.0,1.0,210000.0,200000_plus,4_plus,married_couple,no_65_plus,5.0,4
donor_h0002589,08900,18,6,1,2.0,1.0,91800.0,75000_99999,2,married_couple,no_65_plus,18.0,6
donor_h0002590,08900,33,1,1,1.0,6.0,9000.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,33.0,1
donor_h0002591,08900,7,4,1,4.0,1.0,177000.0,150000_199999,4_plus,married_couple,no_65_plus,7.0,4
donor_h0002592,08900,8,3,1,3.0,1.0,78300.0,75000_99999,3,married_couple,no_65_plus,8.0,3
donor_h0002593,08900,8,2,1,2.0,1.0,80400.0,75000_99999,2,married_couple,has_65_plus,8.0,2
donor_h0002594,08900,20,2,1,2.0,1.0,0.0,lt_10000,2,married_couple,no_65_plus,20.0,2
donor_h0002595,08900,18,1,1,1.0,6.0,15500.0,15000_19999,1,nonfamily_not_living_alone,has_65_plus,18.0,1
donor_h0002596,08900,20,2,1,3.0,1.0,95000.0,75000_99999,3,married_couple,has_65_plus,20.0,2
donor_h0002597,08900,14,2,1,1.0,3.0,10800.0,10000_14999,1,other_female_householder,no_65_plus,14.0,2
donor_h0002598,08900,26,4,1,2.0,3.0,36800.0,35000_39999,2,other_female_householder,no_65_plus,26.0,4
donor_h0002599,08900,12,2,1,0.0,3.0,17000.0,15000_19999,0,other_female_householder,has_65_plus,12.0,2
donor_h0002600,08900,13,2,1,2.0,1.0,126000.0,125000_149999,2,married_couple,has_65_plus,13.0,2
donor_h0002601,08900,12,1,1,1.0,4.0,10000.0,10000_14999,1,nonfamily_living_alone,has_65_plus,12.0,1
donor_h0002602,08900,12,2,1,3.0,1.0,93000.0,75000_99999,3,married_couple,no_65_plus,12.0,2
donor_h0002603,08900,13,2,1,1.0,5.0,28500.0,25000_29999,1,nonfamily_living_alone,no_65_plus,13.0,2
donor_h0002604,08900,4,2,1,1.0,1.0,168500.0,150000_199999,1,married_couple,has_65_plus,4.0,2
donor_h0002605,08900,13,4,1,2.0,1.0,48000.0,45000_49999,2,married_couple,no_65_plus,13.0,4
donor_h0002606,08900,9,1,1,1.0,6.0,10000.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0002607,08900,4,2,1,3.0,1.0,33804.0,30000_34999,3,married_couple,no_65_plus,4.0,2
donor_h0002608,08900,32,3,1,1.0,3.0,13400.0,10000_14999,1,other_female_householder,no_65_plus,32.0,3
donor_h0002609,08900,7,3,1,3.0,3.0,6500.0,lt_10000,3,other_female_householder,no_65_plus,7.0,3
donor_h0002610,08900,16,1,1,2.0,4.0,29000.0,25000_29999,2,nonfamily_living_alone,has_65_plus,16.0,1
donor_h0002611,08900,15,2,1,2.0,1.0,56350.0,50000_59999,2,married_couple,has_65_plus,15.0,2
donor_h0002612,08900,16,2,1,2.0,1.0,110000.0,100000_124999,2,married_couple,no_65_plus,16.0,2
donor_h0002613,08900,15,1,1,4.0,6.0,32400.0,30000_34999,4_plus,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0002614,08900,14,2,1,1.0,3.0,46800.0,45000_49999,1,other_female_householder,has_65_plus,14.0,2
donor_h0002615,08900,29,3,1,1.0,3.0,12000.0,10000_14999,1,other_female_householder,no_65_plus,29.0,3
donor_h0002616,08900,22,3,1,3.0,1.0,118700.0,100000_124999,3,married_couple,no_65_plus,22.0,3
donor_h0002617,08900,8,4,1,5.0,1.0,348000.0,200000_plus,4_plus,married_couple,no_65_plus,8.0,4
donor_h0002618,08900,16,2,1,1.0,1.0,16000.0,15000_19999,1,married_couple,no_65_plus,16.0,2
donor_h0002619,08900,13,2,1,2.0,1.0,65000.0,60000_74999,2,married_couple,no_65_plus,13.0,2
donor_h0002620,08900,31,5,1,2.0,1.0,48000.0,45000_49999,2,married_couple,no_65_plus,31.0,5
donor_h0002621,08900,11,2,1,2.0,2.0,39300.0,35000_39999,2,other_male_householder,no_65_plus,11.0,2
donor_h0002622,08900,16,2,1,2.0,1.0,342000.0,200000_plus,2,married_couple,has_65_plus,16.0,2
donor_h0002623,08900,9,2,1,2.0,1.0,33600.0,30000_34999,2,married_couple,has_65_plus,9.0,2
