donor_id,PUMA,WGTP,NP,TYPE,VEH,HHT,HINCP,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size
donor_h0000001,08900,24,2,1,1.0,2.0,38600.0,35000_39999,1,other_male_householder,has_65_plus,24.0,2
donor_h0000002,08900,20,4,1,1.0,1.0,79000.0,75000_99999,1,married_couple,no_65_plus,20.0,4
donor_h0000003,08900,19,3,1,2.0,1.0,64000.0,60000_74999,2,married_couple,no_65_plus,19.0,3
donor_h0000004,08900,47,3,1,2.0,1.0,32000.0,30000_34999,2,married_couple,no_65_plus,47.0,3
donor_h0000005,08900,57,4,1,2.0,1.0,85000.0,75000_99999,2,married_couple,no_65_plus,57.0,4
donor_h0000006,08900,77,2,1,2.0,1.0,68000.0,60000_74999,2,married_couple,has_65_plus,77.0,2
donor_h0000007,08900,16,2,1,1.0,1.0,105300.0,100000_124999,1,married_couple,has_65_plus,16.0,2
donor_h0000008,08900,13,2,1,5.0,1.0,70800.0,60000_74999,4_plus,married_couple,has_65_plus,13.0,2
donor_h0000009,08900,8,1,1,2.0,6.0,12000.0,10000_14999,2,nonfamily_not_living_alone,has_65_plus,8.0,1
donor_h0000010,08900,3,2,1,2.0,1.0,88900.0,75000_99999,2,married_couple,has_65_plus,3.0,2
donor_h0000011,08900,34,4,1,1.0,3.0,25200.0,25000_29999,1,other_female_householder,no_65_plus,34.0,4
donor_h0000012,08900,31,3,1,2.0,1.0,65000.0,60000_74999,2,married_couple,no_65_plus,31.0,3
donor_h0000013,08900,13,2,1,1.0,3.0,12000.0,10000_14999,1,other_female_householder,no_65_plus,13.0,2
donor_h0000014,08900,6,4,1,2.0,1.0,72540.0,60000_74999,2,married_couple,no_65_plus,6.0,4
donor_h0000015,08900,14,5,1,3.0,1.0,32400.0,30000_34999,3,married_couple,has_65_plus,14.0,5
donor_h0000016,08900,20,3,1,3.0,1.0,189200.0,150000_199999,3,married_couple,no_65_plus,20.0,3
donor_h0000017,08900,13,2,1,1.0,2.0,56000.0,50000_59999,1,other_male_householder,no_65_plus,13.0,2
donor_h0000018,08900,13,2,1,3.0,1.0,61270.0,60000_74999,3,married_couple,has_65_plus,13.0,2
donor_h0000019,08900,25,3,1,1.0,3.0,50000.0,50000_59999,1,other_female_householder,no_65_plus,25.0,3
donor_h0000020,08900,11,3,1,3.0,3.0,34500.0,30000_34999,3,other_female_householder,no_65_plus,11.0,3
donor_h0000021,08900,12,1,1,1.0,4.0,30.0,lt_10000,1,nonfamily_living_alone,no_65_plus,12.0,1
donor_h0000022,08900,7,1,1,1.0,6.0,19300.0,15000_19999,1,nonfamily_not_living_alone,has_65_plus,7.0,1
donor_h0000023,08900,22,1,1,1.0,6.0,1304.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,22.0,1
donor_h0000024,08900,14,2,1,3.0,1.0,99000.0,75000_99999,3,married_couple,no_65_plus,14.0,2
donor_h0000025,08900,6,2,1,3.0,1.0,28200.0,25000_29999,3,married_couple,has_65_plus,6.0,2
donor_h0000026,08900,20,2,1,2.0,1.0,126200.0,125000_149999,2,married_couple,has_65_plus,20.0,2
donor_h0000027,08900,14,1,1,1.0,4.0,18000.0,15000_19999,1,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0000028,08900,33,2,1,2.0,1.0,43600.0,40000_44999,2,married_couple,has_65_plus,33.0,2
donor_h0000029,08900,19,1,1,1.0,4.0,20000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,19.0,1
donor_h0000030,08900,13,2,1,2.0,1.0,67080.0,60000_74999,2,married_couple,has_65_plus,13.0,2
donor_h0000031,08900,3,2,1,1.0,1.0,17600.0,15000_19999,1,married_couple,no_65_plus,3.0,2
donor_h0000032,08900,18,2,1,2.0,5.0,134700.0,125000_149999,2,nonfamily_living_alone,no_65_plus,18.0,2
donor_h0000033,08900,13,1,1,0.0,4.0,465500.0,200000_plus,0,nonfamily_living_alone,no_65_plus,13.0,1
donor_h0000034,08900,7,2,1,2.0,1.0,67300.0,60000_74999,2,married_couple,has_65_plus,7.0,2
donor_h0000035,08900,9,1,1,1.0,6.0,79600.0,75000_99999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0000036,08900,14,1,1,2.0,6.0,33700.0,30000_34999,2,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0000037,08900,12,2,1,4.0,5.0,9008.0,lt_10000,4_plus,nonfamily_living_alone,no_65_plus,12.0,2
donor_h0000038,08900,16,3,1,2.0,3.0,71600.0,60000_74999,2,other_female_householder,no_65_plus,16.0,3
donor_h0000039,08900,20,3,1,1.0,1.0,12400.0,10000_14999,1,married_couple,no_65_plus,20.0,3
donor_h0000040,08900,52,1,1,2.0,4.0,46000.0,45000_49999,2,nonfamily_living_alone,has_65_plus,52.0,1
donor_h0000041,08900,7,2,1,1.0,1.0,67000.0,60000_74999,1,married_couple,no_65_plus,7.0,2
donor_h0000042,08900,57,2,1,0.0,2.0,20000.0,20000_24999,0,other_male_householder,no_65_plus,57.0,2
donor_h0000043,08900,14,4,1,3.0,1.0,150000.0,150000_199999,3,married_couple,no_65_plus,14.0,4
donor_h0000044,08900,38,3,1,1.0,3.0,69900.0,60000_74999,1,other_female_householder,has_65_plus,38.0,3
donor_h0000045,08900,54,4,1,1.0,1.0,70000.0,60000_74999,1,married_couple,no_65_plus,54.0,4
donor_h0000046,08900,60,2,1,4.0,1.0,60600.0,60000_74999,4_plus,married_couple,no_65_plus,60.0,2
donor_h0000047,08900,11,1,1,1.0,6.0,3000.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,11.0,1
donor_h0000048,08900,14,4,1,4.0,1.0,75000.0,75000_99999,4_plus,married_couple,no_65_plus,14.0,4
donor_h0000049,08900,18,2,1,4.0,1.0,79800.0,75000_99999,4_plus,married_couple,has_65_plus,18.0,2
donor_h0000050,08900,48,3,1,2.0,3.0,30000.0,30000_34999,2,other_female_householder,no_65_plus,48.0,3
donor_h0000051,08900,21,1,1,1.0,6.0,77000.0,75000_99999,1,nonfamily_not_living_alone,has_65_plus,21.0,1
donor_h0000052,08900,13,2,1,2.0,1.0,88800.0,75000_99999,2,married_couple,has_65_plus,13.0,2
donor_h0000053,08900,13,2,1,3.0,1.0,126200.0,125000_149999,3,married_couple,has_65_plus,13.0,2
donor_h0000054,08900,12,1,1,1.0,6.0,15500.0,15000_19999,1,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0000055,08900,6,2,1,3.0,2.0,2500.0,lt_10000,3,other_male_householder,has_65_plus,6.0,2
donor_h0000056,08900,28,2,1,1.0,3.0,810.0,lt_10000,1,other_female_householder,no_65_plus,28.0,2
donor_h0000057,08900,7,2,1,2.0,1.0,164200.0,150000_199999,2,married_couple,has_65_plus,7.0,2
donor_h0000058,08900,7,1,1,1.0,6.0,14800.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,7.0,1
donor_h0000059,08900,13,2,1,1.0,2.0,455000.0,200000_plus,1,other_male_householder,no_65_plus,13.0,2
donor_h0000060,08900,7,2,1,2.0,1.0,40010.0,40000_44999,2,married_couple,has_65_plus,7.0,2
donor_h0000061,08900,12,2,1,2.0,1.0,148400.0,125000_149999,2,married_couple,has_65_plus,12.0,2
donor_h0000062,08900,6,2,1,2.0,1.0,89000.0,75000_99999,2,married_couple,has_65_plus,6.0,2
donor_h0000063,08900,17,2,1,1.0,1.0,74450.0,60000_74999,1,married_couple,no_65_plus,17.0,2
donor_h0000064,08900,27,1,1,1.0,6.0,47000.0,45000_49999,1,nonfamily_not_living_alone,no_65_plus,27.0,1
donor_h0000065,08900,22,2,1,2.0,3.0,43600.0,40000_44999,2,other_female_householder,no_65_plus,22.0,2
donor_h0000066,08900,11,2,1,4.0,1.0,65200.0,60000_74999,4_plus,married_couple,no_65_plus,11.0,2
donor_h0000067,08900,16,1,1,1.0,6.0,90000.0,75000_99999,1,nonfamily_not_living_alone,no_65_plus,16.0,1
donor_h0000068,08900,6,1,1,3.0,4.0,28500.0,25000_29999,3,nonfamily_living_alone,has_65_plus,6.0,1
donor_h0000069,08900,11,2,1,1.0,3.0,15000.0,15000_19999,1,other_female_householder,no_65_plus,11.0,2
donor_h0000070,08900,3,1,1,2.0,6.0,0.0,lt_10000,2,nonfamily_not_living_alone,no_65_plus,3.0,1
donor_h0000071,08900,19,5,1,3.0,1.0,152000.0,150000_199999,3,married_couple,has_65_plus,19.0,5
donor_h0000072,08900,7,3,1,5.0,1.0,246800.0,200000_plus,4_plus,married_couple,has_65_plus,7.0,3
donor_h0000073,08900,7,2,1,2.0,1.0,42400.0,40000_44999,2,married_couple,has_65_plus,7.0,2
donor_h0000074,08900,36,1,1,1.0,4.0,20000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,36.0,1
donor_h0000075,08900,2,1,1,2.0,4.0,50000.0,50000_59999,2,nonfamily_living_alone,has_65_plus,2.0,1
donor_h0000076,08900,4,2,1,3.0,5.0,33000.0,30000_34999,3,nonfamily_living_alone,no_65_plus,4.0,2
donor_h0000077,08900,12,2,1,5.0,2.0,105000.0,100000_124999,4_plus,other_male_householder,no_65_plus,12.0,2
donor_h0000078,08900,11,2,1,1.0,1.0,58000.0,50000_59999,1,married_couple,has_65_plus,11.0,2
donor_h0000079,08900,10,2,1,2.0,5.0,23000.0,20000_24999,2,nonfamily_living_alone,no_65_plus,10.0,2
donor_h0000080,08900,15,4,1,4.0,1.0,280200.0,200000_plus,4_plus,married_couple,no_65_plus,15.0,4
donor_h0000081,08900,59,2,1,2.0,1.0,42000.0,40000_44999,2,married_couple,no_65_plus,59.0,2
donor_h0000082,08900,62,3,1,1.0,3.0,36000.0,35000_39999,1,other_female_householder,no_65_plus,62.0,3
donor_h0000083,08900,9,2,1,2.0,1.0,44000.0,40000_44999,2,married_couple,has_65_plus,9.0,2
donor_h0000084,08900,25,2,1,2.0,1.0,254000.0,200000_plus,2,married_couple,no_65_plus,25.0,2
donor_h0000085,08900,21,3,1,3.0,1.0,174880.0,150000_199999,3,married_couple,no_65_plus,21.0,3
donor_h0000086,08900,17,3,1,2.0,1.0,152000.0,150000_199999,2,married_couple,no_65_plus,17.0,3
donor_h0000087,08900,12,2,1,2.0,1.0,72450.0,60000_74999,2,married_couple,has_65_plus,12.0,2
donor_h0000088,08900,56,1,1,1.0,6.0,51000.0,50000_59999,1,nonfamily_not_living_alone,no_65_plus,56.0,1
donor_h0000089,08900,3,2,1,2.0,1.0,118000.0,100000_124999,2,married_couple,has_65_plus,3.0,2
donor_h0000090,08900,3,1,1,2.0,4.0,60000.0,60000_74999,2,nonfamily_living_alone,no_65_plus,3.0,1
donor_h0000091,08900,13,1,1,1.0,4.0,33400.0,30000_34999,1,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0000092,08900,12,1,1,1.0,4.0,8900.0,lt_10000,1,nonfamily_living_alone,no_65_plus,12.0,1
donor_h0000093,08900,15,1,1,1.0,4.0,32700.0,30000_34999,1,nonfamily_living_alone,has_65_plus,15.0,1
donor_h0000094,08900,5,2,1,3.0,1.0,74960.0,60000_74999,3,married_couple,has_65_plus,5.0,2
donor_h0000095,08900,36,1,1,1.0,4.0,24000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,36.0,1
donor_h0000096,08900,16,6,1,5.0,1.0,74200.0,60000_74999,4_plus,married_couple,has_65_plus,16.0,6
donor_h0000097,08900,46,2,1,3.0,1.0,109000.0,100000_124999,3,married_couple,has_65_plus,46.0,2
donor_h0000098,08900,4,4,1,4.0,1.0,86000.0,75000_99999,4_plus,married_couple,no_65_plus,4.0,4
donor_h0000099,08900,24,4,1,4.0,1.0,62600.0,60000_74999,4_plus,married_couple,no_65_plus,24.0,4
donor_h0000100,08900,8,1,1,1.0,6.0,130000.0,125000_149999,1,nonfamily_not_living_alone,no_65_plus,8.0,1
donor_h0000101,08900,8,1,1,1.0,4.0,30050.0,30000_34999,1,nonfamily_living_alone,has_65_plus,8.0,1
donor_h0000102,08900,13,2,1,3.0,1.0,117700.0,100000_124999,3,married_couple,has_65_plus,13.0,2
donor_h0000103,08900,19,3,1,2.0,1.0,20200.0,20000_24999,2,married_couple,no_65_plus,19.0,3
donor_h0000104,08900,6,2,1,1.0,1.0,5000.0,lt_10000,1,married_couple,no_65_plus,6.0,2
donor_h0000105,08900,9,1,1,1.0,6.0,37100.0,35000_39999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0000106,08900,13,6,1,3.0,1.0,334000.0,200000_plus,3,married_couple,no_65_plus,13.0,6
donor_h0000107,08900,10,2,1,3.0,1.0,72000.0,60000_74999,3,married_couple,no_65_plus,10.0,2
donor_h0000108,08900,13,2,1,2.0,1.0,41400.0,40000_44999,2,married_couple,has_65_plus,13.0,2
donor_h0000109,08900,11,2,1,2.0,1.0,50000.0,50000_59999,2,married_couple,no_65_plus,11.0,2
donor_h0000110,08900,7,1,1,2.0,4.0,25900.0,25000_29999,2,nonfamily_living_alone,has_65_plus,7.0,1
donor_h0000111,08900,12,1,1,1.0,6.0,113000.0,100000_124999,1,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0000112,08900,13,3,1,2.0,7.0,59000.0,50000_59999,2,nonfamily_not_living_alone,no_65_plus,13.0,3
donor_h0000113,08900,11,2,1,3.0,3.0,59000.0,50000_59999,3,other_female_householder,has_65_plus,11.0,2
donor_h0000114,08900,6,2,1,1.0,1.0,38400.0,35000_39999,1,married_couple,has_65_plus,6.0,2
donor_h0000115,08900,14,1,1,1.0,6.0,7900.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0000116,08900,10,4,1,2.0,1.0,80000.0,75000_99999,2,married_couple,no_65_plus,10.0,4
donor_h0000117,08900,13,4,1,0.0,1.0,7530.0,lt_10000,0,married_couple,no_65_plus,13.0,4
donor_h0000118,08900,12,3,1,2.0,1.0,298000.0,200000_plus,2,married_couple,no_65_plus,12.0,3
donor_h0000119,08900,9,3,1,3.0,1.0,91000.0,75000_99999,3,married_couple,no_65_plus,9.0,3
donor_h0000120,08900,6,3,1,2.0,1.0,55000.0,50000_59999,2,married_couple,no_65_plus,6.0,3
donor_h0000121,08900,12,2,1,4.0,1.0,5300.0,lt_10000,4_plus,married_couple,no_65_plus,12.0,2
donor_h0000122,08900,13,4,1,2.0,1.0,89800.0,75000_99999,2,married_couple,no_65_plus,13.0,4
donor_h0000123,08900,8,1,1,1.0,6.0,0.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,8.0,1
donor_h0000124,08900,2,1,1,1.0,4.0,40300.0,40000_44999,1,nonfamily_living_alone,no_65_plus,2.0,1
donor_h0000125,08900,23,2,1,1.0,7.0,44000.0,40000_44999,1,nonfamily_not_living_alone,no_65_plus,23.0,2
donor_h0000126,08900,12,2,1,2.0,1.0,36000.0,35000_39999,2,married_couple,has_65_plus,12.0,2
donor_h0000127,08900,8,4,1,2.0,1.0,160000.0,150000_199999,2,married_couple,no_65_plus,8.0,4
donor_h0000128,08900,13,1,1,2.0,4.0,26400.0,25000_29999,2,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0000129,08900,7,6,1,4.0,1.0,488000.0,200000_plus,4_plus,married_couple,no_65_plus,7.0,6
donor_h0000130,08900,12,1,1,1.0,6.0,1500.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0000131,08900,7,1,1,2.0,4.0,45000.0,45000_49999,2,nonfamily_living_alone,no_65_plus,7.0,1
donor_h0000132,08900,12,3,1,3.0,1.0,34000.0,30000_34999,3,married_couple,no_65_plus,12.0,3
donor_h0000133,08900,13,1,1,1.0,4.0,41400.0,40000_44999,1,nonfamily_living_alone,no_65_plus,13.0,1
donor_h0000134,08900,4,2,1,2.0,1.0,56700.0,50000_59999,2,married_couple,has_65_plus,4.0,2
donor_h0000135,08900,11,2,1,2.0,1.0,78200.0,75000_99999,2,married_couple,no_65_plus,11.0,2
donor_h0000136,08900,14,2,1,1.0,5.0,60000.0,60000_74999,1,nonfamily_living_alone,no_65_plus,14.0,2
donor_h0000137,08900,12,2,1,3.0,1.0,57700.0,50000_59999,3,married_couple,has_65_plus,12.0,2
donor_h0000138,08900,22,2,1,0.0,7.0,15000.0,15000_19999,0,nonfamily_not_living_alone,no_65_plus,22.0,2
donor_h0000139,08900,14,2,1,2.0,1.0,32500.0,30000_34999,2,married_couple,has_65_plus,14.0,2
donor_h0000140,08900,7,2,1,2.0,1.0,47210.0,45000_49999,2,married_couple,no_65_plus,7.0,2
donor_h0000141,08900,14,1,1,2.0,4.0,15900.0,15000_19999,2,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0000142,08900,33,2,1,2.0,1.0,110000.0,100000_124999,2,married_couple,no_65_plus,33.0,2
donor_h0000143,08900,15,4,1,4.0,1.0,25000.0,25000_29999,4_plus,married_couple,no_65_plus,15.0,4
donor_h0000144,08900,35,2,1,2.0,1.0,93000.0,75000_99999,2,married_couple,has_65_plus,35.0,2
donor_h0000145,08900,22,6,1,3.0,1.0,77100.0,75000_99999,3,married_couple,no_65_plus,22.0,6
donor_h0000146,08900,11,3,1,2.0,2.0,40300.0,40000_44999,2,other_male_householder,no_65_plus,11.0,3
donor_h0000147,08900,5,2,1,2.0,1.0,24600.0,20000_24999,2,married_couple,no_65_plus,5.0,2
donor_h0000148,08900,13,2,1,2.0,1.0,20400.0,20000_24999,2,married_couple,no_65_plus,13.0,2
donor_h0000149,08900,5,5,1,3.0,1.0,61000.0,60000_74999,3,married_couple,no_65_plus,5.0,5
donor_h0000150,08900,28,1,1,1.0,4.0,50000.0,50000_59999,1,nonfamily_living_alone,no_65_plus,28.0,1
donor_h0000151,08900,3,2,1,2.0,5.0,80540.0,75000_99999,2,nonfamily_living_alone,no_65_plus,3.0,2
donor_h0000152,08900,20,3,1,4.0,1.0,172300.0,150000_199999,4_plus,married_couple,no_65_plus,20.0,3
donor_h0000153,08900,11,2,1,2.0,1.0,96100.0,75000_99999,2,married_couple,no_65_plus,11.0,2
donor_h0000154,08900,13,2,1,2.0,1.0,88100.0,75000_99999,2,married_couple,has_65_plus,13.0,2
donor_h0000155,08900,5,3,1,4.0,1.0,194000.0,150000_199999,4_plus,married_couple,no_65_plus,5.0,3
donor_h0000156,08900,23,4,1,4.0,1.0,182000.0,150000_199999,4_plus,married_couple,has_65_plus,23.0,4
donor_h0000157,08900,9,4,1,3.0,1.0,90000.0,75000_99999,3,married_couple,no_65_plus,9.0,4
donor_h0000158,08900,2,4,1,3.0,1.0,95100.0,75000_99999,3,married_couple,no_65_plus,2.0,4
donor_h0000159,08900,17,4,1,2.0,1.0,82604.0,75000_99999,2,married_couple,has_65_plus,17.0,4
donor_h0000160,08900,4,2,1,3.0,3.0,52100.0,50000_59999,3,other_female_householder,has_65_plus,4.0,2
donor_h0000161,08900,13,2,1,2.0,1.0,75000.0,75000_99999,2,married_couple,no_65_plus,13.0,2
donor_h0000162,08900,37,1,1,1.0,6.0,13200.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,37.0,1
donor_h0000163,08900,11,1,1,0.0,4.0,1400.0,lt_10000,0,nonfamily_living_alone,no_65_plus,11.0,1
donor_h0000164,08900,22,2,1,4.0,1.0,191300.0,150000_199999,4_plus,married_couple,no_65_plus,22.0,2
donor_h0000165,08900,7,1,1,1.0,6.0,56000.0,50000_59999,1,nonfamily_not_living_alone,no_65_plus,7.0,1
donor_h0000166,08900,11,1,1,1.0,6.0,16700.0,15000_19999,1,nonfamily_not_living_alone,no_65_plus,11.0,1
donor_h0000167,08900,36,3,1,3.0,1.0,32500.0,30000_34999,3,married_couple,has_65_plus,36.0,3
donor_h0000168,08900,2,1,1,1.0,6.0,10400.0,10000_14999,1,nonfamily_not_living_alone,no_65_plus,2.0,1
donor_h0000169,08900,15,4,1,2.0,1.0,65000.0,60000_74999,2,married_couple,no_65_plus,15.0,4
donor_h0000170,08900,10,3,1,3.0,1.0,294000.0,200000_plus,3,married_couple,no_65_plus,10.0,3
donor_h0000171,08900,15,1,1,0.0,4.0,15500.0,15000_19999,0,nonfamily_living_alone,has_65_plus,15.0,1
donor_h0000172,08900,11,4,1,3.0,1.0,135900.0,125000_149999,3,married_couple,has_65_plus,11.0,4
donor_h0000173,08900,38,2,1,2.0,3.0,30000.0,30000_34999,2,other_female_householder,has_65_plus,38.0,2
donor_h0000174,08900,13,3,1,3.0,1.0,149600.0,125000_149999,3,married_couple,no_65_plus,13.0,3
donor_h0000175,08900,5,2,1,0.0,5.0,83500.0,75000_99999,0,nonfamily_living_alone,no_65_plus,5.0,2
donor_h0000176,08900,13,1,1,1.0,4.0,35000.0,35000_39999,1,nonfamily_living_alone,no_65_plus,13.0,1
donor_h0000177,08900,23,1,1,2.0,4.0,35000.0,35000_39999,2,nonfamily_living_alone,no_65_plus,23.0,1
donor_h0000178,08900,15,2,1,3.0,3.0,60200.0,60000_74999,3,other_female_householder,has_65_plus,15.0,2
donor_h0000179,08900,8,2,1,3.0,1.0,28000.0,25000_29999,3,married_couple,has_65_plus,8.0,2
donor_h0000180,08900,41,2,1,2.0,1.0,155000.0,150000_199999,2,married_couple,no_65_plus,41.0,2
donor_h0000181,08900,11,1,1,1.0,4.0,38160.0,35000_39999,1,nonfamily_living_alone,no_65_plus,11.0,1
donor_h0000182,08900,2,1,1,1.0,6.0,107500.0,100000_124999,1,nonfamily_not_living_alone,has_65_plus,2.0,1
donor_h0000183,08900,5,3,1,1.0,3.0,40700.0,40000_44999,1,other_female_householder,has_65_plus,5.0,3
donor_h0000184,08900,14,1,1,1.0,6.0,37400.0,35000_39999,1,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0000185,08900,14,2,1,2.0,3.0,15500.0,15000_19999,2,other_female_householder,no_65_plus,14.0,2
donor_h0000186,08900,7,2,1,2.0,3.0,46600.0,45000_49999,2,other_female_householder,has_65_plus,7.0,2
donor_h0000187,08900,5,2,1,2.0,1.0,93500.0,75000_99999,2,married_couple,has_65_plus,5.0,2
donor_h0000188,08900,6,3,1,3.0,7.0,20600.0,20000_24999,3,nonfamily_not_living_alone,has_65_plus,6.0,3
donor_h0000189,08900,12,1,1,1.0,6.0,18700.0,15000_19999,1,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0000190,08900,8,2,1,4.0,1.0,123100.0,100000_124999,4_plus,married_couple,no_65_plus,8.0,2
donor_h0000191,08900,14,5,1,1.0,1.0,88000.0,75000_99999,1,married_couple,no_65_plus,14.0,5
donor_h0000192,08900,33,4,1,1.0,1.0,283000.0,200000_plus,1,married_couple,no_65_plus,33.0,4
donor_h0000193,08900,33,1,1,1.0,6.0,88000.0,75000_99999,1,nonfamily_not_living_alone,no_65_plus,33.0,1
donor_h0000194,08900,27,1,1,1.0,6.0,14700.0,10000_14999,1,nonfamily_not_living_alone,has_65_plus,27.0,1
donor_h0000195,08900,14,2,1,0.0,1.0,62000.0,60000_74999,0,married_couple,no_65_plus,14.0,2
donor_h0000196,08900,8,2,1,2.0,1.0,21000.0,20000_24999,2,married_couple,has_65_plus,8.0,2
donor_h0000197,08900,9,6,1,1.0,2.0,39600.0,35000_39999,1,other_male_householder,no_65_plus,9.0,6
donor_h0000198,08900,22,1,1,1.0,6.0,0.0,lt_10000,1,nonfamily_not_living_alone,no_65_plus,22.0,1
donor_h0000199,08900,20,2,1,1.0,3.0,36000.0,35000_39999,1,other_female_householder,no_65_plus,20.0,2
donor_h0000200,08900,15,1,1,2.0,6.0,3600.0,lt_10000,2,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0000201,08900,13,2,1,2.0,1.0,88000.0,75000_99999,2,married_couple,no_65_plus,13.0,2
donor_h0000202,08900,11,2,1,3.0,1.0,153000.0,150000_199999,3,married_couple,no_65_plus,11.0,2
donor_h0000203,08900,8,5,1,3.0,1.0,181000.0,150000_199999,3,married_couple,no_65_plus,8.0,5
donor_h0000204,08900,37,1,1,1.0,4.0,22000.0,20000_24999,1,nonfamily_living_alone,has_65_plus,37.0,1
donor_h0000205,08900,5,4,1,2.0,1.0,74600.0,60000_74999,2,married_couple,has_65_plus,5.0,4
donor_h0000206,08900,13,1,1,4.0,4.0,28900.0,25000_29999,4_plus,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0000207,08900,34,5,1,3.0,3.0,184300.0,150000_199999,3,other_female_householder,has_65_plus,34.0,5
donor_h0000208,08900,12,1,1,1.0,4.0,107200.0,100000_124999,1,nonfamily_living_alone,has_65_plus,12.0,1
donor_h0000209,08900,7,2,1,3.0,1.0,35400.0,35000_39999,3,married_couple,has_65_plus,7.0,2
donor_h0000210,08900,12,2,1,2.0,1.0,52000.0,50000_59999,2,married_couple,has_65_plus,12.0,2
donor_h0000211,08900,15,1,1,1.0,4.0,25600.0,25000_29999,1,nonfamily_living_alone,has_65_plus,15.0,1
donor_h0000212,08900,33,2,1,2.0,5.0,18500.0,15000_19999,2,nonfamily_living_alone,no_65_plus,33.0,2
donor_h0000213,08900,35,3,1,2.0,7.0,27000.0,25000_29999,2,nonfamily_not_living_alone,no_65_plus,35.0,3
donor_h0000214,08900,13,2,1,3.0,5.0,98000.0,75000_99999,3,nonfamily_living_alone,has_65_plus,13.0,2
donor_h0000215,08900,11,1,1,1.0,6.0,19300.0,15000_19999,1,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0000216,08900,72,1,1,1.0,4.0,22000.0,20000_24999,1,nonfamily_living_alone,no_65_plus,72.0,1
donor_h0000217,08900,21,2,1,3.0,1.0,32600.0,30000_34999,3,married_couple,no_65_plus,21.0,2
donor_h0000218,08900,19,1,1,1.0,6.0,78300.0,75000_99999,1,nonfamily_not_living_alone,has_65_plus,19.0,1
donor_h0000219,08900,13,3,1,3.0,1.0,92000.0,75000_99999,3,married_couple,no_65_plus,13.0,3
donor_h0000220,08900,35,3,1,2.0,1.0,90000.0,75000_99999,2,married_couple,has_65_plus,35.0,3
donor_h0000221,08900,41,3,1,1.0,1.0,69000.0,60000_74999,1,married_couple,no_65_plus,41.0,3
donor_h0000222,08900,13,2,1,1.0,3.0,68000.0,60000_74999,1,other_female_householder,no_65_plus,13.0,2
donor_h0000223,08900,14,1,1,1.0,6.0,49800.0,45000_49999,1,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0000224,08900,7,2,1,3.0,1.0,24510.0,20000_24999,3,married_couple,has_65_plus,7.0,2
donor_h0000225,08900,21,2,1,2.0,1.0,72000.0,60000_74999,2,married_couple,has_65_plus,21.0,2
donor_h0000226,08900,7,1,1,1.0,4.0,29500.0,25000_29999,1,nonfamily_living_alone,has_65_plus,7.0,1
donor_h0000227,08900,33,4,1,1.0,3.0,34600.0,30000_34999,1,other_female_householder,no_65_plus,33.0,4
donor_h0000228,08900,3,2,1,3.0,1.0,74570.0,60000_74999,3,married_couple,has_65_plus,3.0,2
donor_h0000229,08900,12,1,1,1.0,6.0,6000.0,lt_10000,1,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0000230,08900,16,2,1,3.0,1.0,84000.0,75000_99999,3,married_couple,no_65_plus,16.0,2
donor_h0000231,08900,1,1,1,1.0,4.0,75000.0,75000_99999,1,nonfamily_living_alone,no_65_plus,1.0,1
donor_h0000232,08900,38,1,1,0.0,4.0,10400.0,10000_14999,0,nonfamily_living_alone,no_65_plus,38.0,1
donor_h0000233,08900,13,1,1,2.0,4.0,56200.0,50000_59999,2,nonfamily_living_alone,has_65_plus,13.0,1
donor_h0000234,08900,6,5,1,3.0,1.0,55000.0,50000_59999,3,married_couple,no_65_plus,6.0,5
donor_h0000235,08900,12,5,1,2.0,1.0,45700.0,45000_49999,2,married_couple,no_65_plus,12.0,5
donor_h0000236,08900,12,3,1,3.0,5.0,89600.0,75000_99999,3,nonfamily_living_alone,no_65_plus,12.0,3
