donor_id,SPORDER,PWGTP,AGEP,DEAR,DEYE,DOUT,DPHY,DRAT,DREM,RELP,DIS,person_age_group,decision_capable,decision_policy
donor_h0000001,1,24,43,2,2,1.0,2.0,,1.0,0,1,35_64,True,generative
donor_h0000001,2,26,72,2,2,1.0,1.0,,1.0,6,1,65_plus,True,generative
donor_h0000002,1,20,47,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000002,2,22,42,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000002,3,20,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000002,4,26,13,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000003,1,19,29,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000003,2,25,25,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000003,3,29,0,2,2,,,,,2,2,0_17,False,dependent
donor_h0000004,1,47,21,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000004,2,77,24,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000004,3,84,1,2,2,,,,,3,2,0_17,False,dependent
donor_h0000005,1,56,46,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000005,2,34,31,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000005,3,41,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000005,4,81,12,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000006,1,76,76,2,2,2.0,1.0,,2.0,0,1,65_plus,True,generative
donor_h0000006,2,62,65,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000007,1,15,76,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000007,2,12,74,2,2,2.0,1.0,,2.0,1,1,65_plus,True,generative
donor_h0000008,1,13,71,1,2,2.0,2.0,,2.0,0,1,65_plus,True,generative
donor_h0000008,2,13,70,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000009,1,7,70,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000010,1,3,64,2,1,2.0,1.0,,2.0,0,1,35_64,True,generative
donor_h0000010,2,3,68,2,2,2.0,1.0,5.0,2.0,1,1,65_plus,True,generative
donor_h0000011,1,34,35,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000011,2,33,17,2,1,1.0,1.0,,1.0,2,1,0_17,False,dependent
donor_h0000011,3,32,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000011,4,54,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000012,1,31,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000012,2,37,51,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000012,3,48,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000013,1,14,56,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000013,2,18,12,2,2,,2.0,,2.0,7,2,0_17,False,dependent
donor_h0000014,1,6,27,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000014,2,11,36,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000014,3,17,14,2,2,,2.0,,2.0,4,2,0_17,False,dependent
donor_h0000014,4,16,9,2,2,,2.0,,2.0,4,2,0_17,False,dependent
donor_h0000015,1,14,27,2,2,1.0,2.0,,1.0,0,1,18_34,True,generative
donor_h0000015,2,14,37,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000015,3,13,3,2,2,,,,,2,2,0_17,False,dependent
donor_h0000015,4,14,0,2,2,,,,,2,2,0_17,False,dependent
donor_h0000015,5,20,84,1,2,1.0,1.0,,1.0,10,1,65_plus,True,generative
donor_h0000016,1,20,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000016,2,21,55,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000016,3,40,23,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000017,1,13,38,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000017,2,16,17,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000018,1,13,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000018,2,12,65,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000019,1,25,45,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000019,2,35,25,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000019,3,48,22,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000020,1,11,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000020,2,25,25,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000020,3,27,20,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000021,1,12,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000022,1,7,74,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000023,1,21,81,1,2,2.0,1.0,,2.0,0,1,65_plus,True,generative
donor_h0000024,1,15,64,2,1,2.0,2.0,,2.0,0,1,35_64,True,generative
donor_h0000024,2,16,62,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000025,1,6,75,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000025,2,5,78,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000026,1,21,72,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000026,2,22,74,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000027,1,13,47,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000028,1,32,66,2,2,2.0,1.0,,2.0,0,1,65_plus,True,generative
donor_h0000028,2,30,50,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000029,1,19,28,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000030,1,13,79,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000030,2,12,76,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000031,1,3,59,1,1,1.0,1.0,,1.0,0,1,35_64,True,generative
donor_h0000031,2,4,55,2,2,1.0,1.0,,2.0,1,1,35_64,True,generative
donor_h0000032,1,18,30,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000032,2,31,30,2,2,2.0,2.0,,2.0,12,2,18_34,True,generative
donor_h0000033,1,13,61,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000034,1,7,70,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000034,2,6,70,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000035,1,8,71,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000036,1,13,76,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000037,1,13,64,1,2,2.0,2.0,,2.0,0,1,35_64,True,generative
donor_h0000037,2,21,61,2,2,2.0,2.0,,2.0,12,2,35_64,True,generative
donor_h0000038,1,16,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000038,2,21,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000038,3,9,49,2,2,2.0,2.0,,2.0,13,2,35_64,True,generative
donor_h0000039,1,20,47,2,2,2.0,2.0,2.0,2.0,0,2,35_64,True,generative
donor_h0000039,2,21,41,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000039,3,24,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000040,1,52,90,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000041,1,7,58,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000041,2,7,58,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000042,1,57,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000042,2,77,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000043,1,14,45,2,2,1.0,2.0,,2.0,0,1,35_64,True,generative
donor_h0000043,2,16,41,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000043,3,17,20,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000043,4,15,16,2,1,2.0,2.0,,1.0,2,1,0_17,False,dependent
donor_h0000044,1,38,76,1,1,2.0,2.0,,2.0,0,1,65_plus,True,generative
donor_h0000044,2,71,35,2,2,2.0,2.0,,2.0,7,2,35_64,True,generative
donor_h0000044,3,75,35,1,2,2.0,2.0,,2.0,7,1,35_64,True,generative
donor_h0000045,1,53,30,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000045,2,67,25,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000045,3,83,6,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000045,4,67,3,2,2,,,,,2,2,0_17,False,dependent
donor_h0000046,1,60,64,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000046,2,57,64,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000047,1,11,44,2,1,2.0,2.0,,1.0,0,1,35_64,True,generative
donor_h0000048,1,15,40,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000048,2,14,40,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000048,3,18,9,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000048,4,15,7,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000049,1,17,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000049,2,17,58,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000050,1,48,40,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000050,2,58,9,2,2,,2.0,,2.0,5,2,0_17,False,dependent
donor_h0000050,3,50,24,2,2,2.0,2.0,,2.0,12,2,18_34,True,generative
donor_h0000051,1,21,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000052,1,13,71,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000052,2,13,72,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000053,1,14,63,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000053,2,12,73,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000054,1,12,89,1,2,2.0,1.0,,2.0,0,1,65_plus,True,generative
donor_h0000055,1,5,86,2,1,2.0,1.0,,2.0,0,1,65_plus,True,generative
donor_h0000055,2,6,15,2,2,2.0,2.0,,2.0,10,2,0_17,False,dependent
donor_h0000056,1,28,49,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000056,2,30,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000057,1,8,66,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000057,2,8,64,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000058,1,8,72,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000059,1,12,34,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000059,2,18,2,2,2,,,,,2,2,0_17,False,dependent
donor_h0000060,1,7,66,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000060,2,7,62,2,2,1.0,1.0,,2.0,1,1,35_64,True,generative
donor_h0000061,1,12,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000061,2,11,65,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000062,1,7,66,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000062,2,7,66,2,2,2.0,1.0,,2.0,1,1,65_plus,True,generative
donor_h0000063,1,17,57,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000063,2,17,52,2,2,1.0,1.0,5.0,1.0,1,1,35_64,True,generative
donor_h0000064,1,27,52,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000065,1,21,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000065,2,36,29,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000066,1,11,56,1,2,2.0,2.0,,2.0,0,1,35_64,True,generative
donor_h0000066,2,12,55,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000067,1,16,54,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000068,1,5,87,2,2,2.0,2.0,3.0,2.0,0,2,65_plus,True,generative
donor_h0000069,1,11,27,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000069,2,12,5,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000070,1,3,51,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000071,1,20,50,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000071,2,43,48,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000071,3,52,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000071,4,56,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000071,5,41,84,2,2,2.0,2.0,,1.0,6,1,65_plus,True,generative
donor_h0000072,1,6,68,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000072,2,7,59,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000072,3,12,83,2,2,2.0,2.0,,2.0,6,2,65_plus,True,generative
donor_h0000073,1,8,69,2,2,2.0,2.0,3.0,2.0,0,2,65_plus,True,generative
donor_h0000073,2,6,72,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000074,1,36,34,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000075,1,2,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000076,1,5,53,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000076,2,8,54,2,2,2.0,2.0,,2.0,12,2,35_64,True,generative
donor_h0000077,1,11,59,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000077,2,15,24,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000078,1,11,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000078,2,12,63,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000079,1,10,28,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000079,2,14,25,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative
donor_h0000080,1,15,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000080,2,12,58,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000080,3,14,17,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000080,4,14,17,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000081,1,59,56,2,1,2.0,2.0,,2.0,0,1,35_64,True,generative
donor_h0000081,2,57,64,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000082,1,62,28,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000082,2,70,7,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000082,3,63,2,2,2,,,,,2,2,0_17,False,dependent
donor_h0000083,1,9,67,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000083,2,8,68,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000084,1,25,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000084,2,22,52,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000085,1,21,55,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000085,2,25,53,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000085,3,56,27,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000086,1,18,31,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000086,2,16,30,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000086,3,20,2,2,2,,,,,2,2,0_17,False,dependent
donor_h0000087,1,13,67,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000087,2,13,58,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000088,1,56,55,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000089,1,2,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000089,2,2,71,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000090,1,3,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000091,1,13,73,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000092,1,12,58,2,2,1.0,2.0,,1.0,0,1,35_64,True,generative
donor_h0000093,1,14,77,1,2,2.0,2.0,,2.0,0,1,65_plus,True,generative
donor_h0000094,1,5,68,2,2,2.0,2.0,2.0,2.0,0,2,65_plus,True,generative
donor_h0000094,2,5,62,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000095,1,36,43,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000096,1,16,78,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000096,2,14,75,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000096,3,24,45,2,2,2.0,2.0,,2.0,2,2,35_64,True,generative
donor_h0000096,4,17,24,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative
donor_h0000096,5,17,21,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative
donor_h0000096,6,20,18,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative
donor_h0000097,1,46,78,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000097,2,40,84,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000098,1,4,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000098,2,5,57,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000098,3,8,23,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000098,4,6,27,2,2,2.0,2.0,,2.0,12,2,18_34,True,generative
donor_h0000099,1,24,53,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000099,2,26,47,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000099,3,27,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000099,4,31,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000100,1,8,62,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000101,1,8,69,2,2,2.0,2.0,3.0,2.0,0,2,65_plus,True,generative
donor_h0000102,1,13,62,2,1,1.0,1.0,,2.0,0,1,35_64,True,generative
donor_h0000102,2,12,73,1,2,2.0,2.0,2.0,2.0,1,1,65_plus,True,generative
donor_h0000103,1,19,25,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000103,2,48,22,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000103,3,58,0,2,2,,,,,2,2,0_17,False,dependent
donor_h0000104,1,6,48,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000104,2,5,51,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000105,1,8,83,2,2,1.0,2.0,,2.0,0,1,65_plus,True,generative
donor_h0000106,1,12,41,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000106,2,11,42,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000106,3,15,19,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000106,4,12,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000106,5,15,12,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000106,6,13,6,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000107,1,9,51,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000107,2,6,52,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000108,1,12,94,1,2,2.0,2.0,1.0,2.0,0,1,65_plus,True,generative
donor_h0000108,2,9,72,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000109,1,11,55,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000109,2,14,42,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000110,1,7,70,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000111,1,11,67,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000112,1,13,29,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000112,2,21,27,2,2,2.0,2.0,,2.0,12,2,18_34,True,generative
donor_h0000112,3,17,19,2,2,2.0,2.0,,2.0,12,2,18_34,True,generative
donor_h0000113,1,12,66,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000113,2,17,18,2,2,2.0,2.0,,2.0,7,2,18_34,True,generative
donor_h0000114,1,6,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000114,2,6,59,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000115,1,14,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000116,1,10,35,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000116,2,29,34,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000116,3,18,9,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000116,4,26,4,2,2,,,,,2,2,0_17,False,dependent
donor_h0000117,1,12,54,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000117,2,11,34,2,2,1.0,1.0,,2.0,1,1,18_34,True,generative
donor_h0000117,3,14,14,2,2,,2.0,,2.0,4,2,0_17,False,dependent
donor_h0000117,4,16,11,2,2,,2.0,,2.0,4,2,0_17,False,dependent
donor_h0000118,1,13,42,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000118,2,9,55,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000118,3,13,9,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000119,1,8,46,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000119,2,9,43,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000119,3,10,11,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000120,1,5,54,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000120,2,6,55,1,1,2.0,1.0,,2.0,1,1,35_64,True,generative
donor_h0000120,3,7,16,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000121,1,11,53,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000121,2,20,59,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000122,1,13,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000122,2,10,31,2,2,2.0,2.0,,2.0,1,2,18_34,True,generative
donor_h0000122,3,15,5,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000122,4,14,4,2,2,,,,,2,2,0_17,False,dependent
donor_h0000123,1,8,82,1,1,2.0,1.0,,2.0,0,1,65_plus,True,generative
donor_h0000124,1,2,53,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000125,1,22,24,2,2,2.0,2.0,,2.0,0,2,18_34,True,generative
donor_h0000125,2,17,27,2,2,2.0,2.0,,2.0,13,2,18_34,True,generative
donor_h0000126,1,11,65,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000126,2,11,66,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000127,1,8,37,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000127,2,8,40,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000127,3,10,11,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000127,4,9,9,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000128,1,12,83,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000129,1,7,59,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000129,2,8,58,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000129,3,15,26,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000129,4,12,25,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000129,5,10,20,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000129,6,11,14,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000130,1,12,82,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000131,1,7,64,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000132,1,13,64,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000132,2,12,55,1,2,2.0,2.0,,2.0,1,1,35_64,True,generative
donor_h0000132,3,21,34,2,2,2.0,2.0,,2.0,2,2,18_34,True,generative
donor_h0000133,1,13,57,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000134,1,5,70,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000134,2,4,69,2,2,1.0,2.0,,1.0,1,1,65_plus,True,generative
donor_h0000135,1,12,62,1,2,2.0,2.0,,2.0,0,1,35_64,True,generative
donor_h0000135,2,12,58,2,1,2.0,1.0,,1.0,1,1,35_64,True,generative
donor_h0000136,1,14,44,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000136,2,23,35,2,2,2.0,2.0,,2.0,12,2,35_64,True,generative
donor_h0000137,1,12,77,2,2,2.0,2.0,,2.0,0,2,65_plus,True,generative
donor_h0000137,2,13,77,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000138,1,22,56,1,2,2.0,1.0,,1.0,0,1,35_64,True,generative
donor_h0000138,2,23,48,2,2,1.0,1.0,,1.0,13,1,35_64,True,generative
donor_h0000139,1,14,78,2,2,2.0,1.0,,2.0,0,1,65_plus,True,generative
donor_h0000139,2,11,70,2,2,2.0,2.0,,2.0,1,2,65_plus,True,generative
donor_h0000140,1,7,61,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000140,2,6,62,2,2,2.0,2.0,2.0,2.0,1,2,35_64,True,generative
donor_h0000141,1,14,62,2,2,2.0,1.0,,1.0,0,1,35_64,True,generative
donor_h0000142,1,34,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000142,2,36,60,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000143,1,14,41,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
donor_h0000143,2,13,45,2,2,2.0,2.0,,2.0,1,2,35_64,True,generative
donor_h0000143,3,16,15,2,2,2.0,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000143,4,17,13,2,2,,2.0,,2.0,2,2,0_17,False,dependent
donor_h0000144,1,36,60,2,2,2.0,2.0,,2.0,0,2,35_64,True,generative
