households,runs,metric,mean,sample_sd,minimum,maximum
24,3,first_departure_share,0.44086021505376344,0.049275007472643455,0.3870967741935484,0.4838709677419355
24,3,all_safe_household_share,0.4444444444444444,0.024056261216234387,0.4166666666666667,0.4583333333333333
24,3,joint_agreement_household_share,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
24,3,joint_execution_household_share,0.19047619047619047,0.08247860988423225,0.14285714285714285,0.2857142857142857
