sample_id,source_puma,vintage,weight,household_size,household_income,vehicle_count,household_structure,household_older_adult_presence,householder_age_group,hincp_2018_dollars,vehicles_raw,hht_raw
pums_ca_08900_00001,0608900,2018,24,2,35000_39999,1,other_male_householder,has_65_plus,35_64,38600,1,2
pums_ca_08900_00002,0608900,2018,20,4,75000_99999,1,married_couple,no_65_plus,35_64,79000,1,1
pums_ca_08900_00003,0608900,2018,19,3,60000_74999,2,married_couple,no_65_plus,18_34,64000,2,1
pums_ca_08900_00004,0608900,2018,47,3,30000_34999,2,married_couple,no_65_plus,18_34,32000,2,1
pums_ca_08900_00005,0608900,2018,57,4,75000_99999,2,married_couple,no_65_plus,35_64,85000,2,1
pums_ca_08900_00006,0608900,2018,77,2,60000_74999,2,married_couple,has_65_plus,65_plus,68000,2,1
pums_ca_08900_00007,0608900,2018,16,2,100000_124999,1,married_couple,has_65_plus,65_plus,105300,1,1
pums_ca_08900_00008,0608900,2018,13,2,60000_74999,4_plus,married_couple,has_65_plus,65_plus,70800,5,1
pums_ca_08900_00009,0608900,2018,8,1,10000_14999,2,nonfamily_not_living_alone,has_65_plus,65_plus,12000,2,6
pums_ca_08900_00010,0608900,2018,3,2,75000_99999,2,married_couple,has_65_plus,35_64,88900,2,1
pums_ca_08900_00011,0608900,2018,34,4,25000_29999,1,other_female_householder,no_65_plus,35_64,25200,1,3
pums_ca_08900_00012,0608900,2018,31,3,60000_74999,2,married_couple,no_65_plus,35_64,65000,2,1
pums_ca_08900_00013,0608900,2018,13,2,10000_14999,1,other_female_householder,no_65_plus,35_64,12000,1,3
pums_ca_08900_00014,0608900,2018,6,4,60000_74999,2,married_couple,no_65_plus,18_34,72540,2,1
pums_ca_08900_00015,0608900,2018,14,5,30000_34999,3,married_couple,has_65_plus,18_34,32400,3,1
pums_ca_08900_00016,0608900,2018,20,3,150000_199999,3,married_couple,no_65_plus,35_64,189200,3,1
pums_ca_08900_00017,0608900,2018,13,2,50000_59999,1,other_male_householder,no_65_plus,35_64,56000,1,2
pums_ca_08900_00018,0608900,2018,13,2,60000_74999,3,married_couple,has_65_plus,35_64,61270,3,1
pums_ca_08900_00019,0608900,2018,25,3,50000_59999,1,other_female_householder,no_65_plus,35_64,50000,1,3
pums_ca_08900_00020,0608900,2018,11,3,30000_34999,3,other_female_householder,no_65_plus,35_64,34500,3,3
pums_ca_08900_00021,0608900,2018,12,1,lt_10000,1,nonfamily_living_alone,no_65_plus,35_64,30,1,4
pums_ca_08900_00022,0608900,2018,7,1,15000_19999,1,nonfamily_not_living_alone,has_65_plus,65_plus,19300,1,6
pums_ca_08900_00023,0608900,2018,22,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,1304,1,6
pums_ca_08900_00024,0608900,2018,14,2,75000_99999,3,married_couple,no_65_plus,35_64,99000,3,1
pums_ca_08900_00025,0608900,2018,6,2,25000_29999,3,married_couple,has_65_plus,65_plus,28200,3,1
pums_ca_08900_00026,0608900,2018,20,2,125000_149999,2,married_couple,has_65_plus,65_plus,126200,2,1
pums_ca_08900_00027,0608900,2018,14,1,15000_19999,1,nonfamily_living_alone,no_65_plus,35_64,18000,1,4
pums_ca_08900_00028,0608900,2018,33,2,40000_44999,2,married_couple,has_65_plus,65_plus,43600,2,1
pums_ca_08900_00029,0608900,2018,19,1,20000_24999,1,nonfamily_living_alone,no_65_plus,18_34,20000,1,4
pums_ca_08900_00030,0608900,2018,13,2,60000_74999,2,married_couple,has_65_plus,65_plus,67080,2,1
pums_ca_08900_00031,0608900,2018,3,2,15000_19999,1,married_couple,no_65_plus,35_64,17600,1,1
pums_ca_08900_00032,0608900,2018,18,2,125000_149999,2,nonfamily_living_alone,no_65_plus,18_34,134700,2,5
pums_ca_08900_00033,0608900,2018,13,1,200000_plus,0,nonfamily_living_alone,no_65_plus,35_64,465500,0,4
pums_ca_08900_00034,0608900,2018,7,2,60000_74999,2,married_couple,has_65_plus,65_plus,67300,2,1
pums_ca_08900_00035,0608900,2018,9,1,75000_99999,1,nonfamily_not_living_alone,has_65_plus,65_plus,79600,1,6
pums_ca_08900_00036,0608900,2018,14,1,30000_34999,2,nonfamily_not_living_alone,has_65_plus,65_plus,33700,2,6
pums_ca_08900_00037,0608900,2018,12,2,lt_10000,4_plus,nonfamily_living_alone,no_65_plus,35_64,9008,4,5
pums_ca_08900_00038,0608900,2018,16,3,60000_74999,2,other_female_householder,no_65_plus,35_64,71600,2,3
pums_ca_08900_00039,0608900,2018,20,3,10000_14999,1,married_couple,no_65_plus,35_64,12400,1,1
pums_ca_08900_00040,0608900,2018,52,1,45000_49999,2,nonfamily_living_alone,has_65_plus,65_plus,46000,2,4
pums_ca_08900_00041,0608900,2018,7,2,60000_74999,1,married_couple,no_65_plus,35_64,67000,1,1
pums_ca_08900_00042,0608900,2018,57,2,20000_24999,0,other_male_householder,no_65_plus,35_64,20000,0,2
pums_ca_08900_00043,0608900,2018,14,4,150000_199999,3,married_couple,no_65_plus,35_64,150000,3,1
pums_ca_08900_00044,0608900,2018,38,3,60000_74999,1,other_female_householder,has_65_plus,65_plus,69900,1,3
pums_ca_08900_00045,0608900,2018,54,4,60000_74999,1,married_couple,no_65_plus,18_34,70000,1,1
pums_ca_08900_00046,0608900,2018,60,2,60000_74999,4_plus,married_couple,no_65_plus,35_64,60600,4,1
pums_ca_08900_00047,0608900,2018,11,1,lt_10000,1,nonfamily_not_living_alone,no_65_plus,35_64,3000,1,6
pums_ca_08900_00048,0608900,2018,14,4,75000_99999,4_plus,married_couple,no_65_plus,35_64,75000,4,1
pums_ca_08900_00049,0608900,2018,18,2,75000_99999,4_plus,married_couple,has_65_plus,65_plus,79800,4,1
pums_ca_08900_00050,0608900,2018,48,3,30000_34999,2,other_female_householder,no_65_plus,35_64,30000,2,3
pums_ca_08900_00051,0608900,2018,21,1,75000_99999,1,nonfamily_not_living_alone,has_65_plus,65_plus,77000,1,6
pums_ca_08900_00052,0608900,2018,13,2,75000_99999,2,married_couple,has_65_plus,65_plus,88800,2,1
pums_ca_08900_00053,0608900,2018,13,2,125000_149999,3,married_couple,has_65_plus,35_64,126200,3,1
pums_ca_08900_00054,0608900,2018,12,1,15000_19999,1,nonfamily_not_living_alone,has_65_plus,65_plus,15500,1,6
pums_ca_08900_00055,0608900,2018,6,2,lt_10000,3,other_male_householder,has_65_plus,65_plus,2500,3,2
pums_ca_08900_00056,0608900,2018,28,2,lt_10000,1,other_female_householder,no_65_plus,35_64,810,1,3
pums_ca_08900_00057,0608900,2018,7,2,150000_199999,2,married_couple,has_65_plus,65_plus,164200,2,1
pums_ca_08900_00058,0608900,2018,7,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,14800,1,6
pums_ca_08900_00059,0608900,2018,13,2,200000_plus,1,other_male_householder,no_65_plus,18_34,455000,1,2
pums_ca_08900_00060,0608900,2018,7,2,40000_44999,2,married_couple,has_65_plus,65_plus,40010,2,1
pums_ca_08900_00061,0608900,2018,12,2,125000_149999,2,married_couple,has_65_plus,35_64,148400,2,1
pums_ca_08900_00062,0608900,2018,6,2,75000_99999,2,married_couple,has_65_plus,65_plus,89000,2,1
pums_ca_08900_00063,0608900,2018,17,2,60000_74999,1,married_couple,no_65_plus,35_64,74450,1,1
pums_ca_08900_00064,0608900,2018,27,1,45000_49999,1,nonfamily_not_living_alone,no_65_plus,35_64,47000,1,6
pums_ca_08900_00065,0608900,2018,22,2,40000_44999,2,other_female_householder,no_65_plus,35_64,43600,2,3
pums_ca_08900_00066,0608900,2018,11,2,60000_74999,4_plus,married_couple,no_65_plus,35_64,65200,4,1
pums_ca_08900_00067,0608900,2018,16,1,75000_99999,1,nonfamily_not_living_alone,no_65_plus,35_64,90000,1,6
pums_ca_08900_00068,0608900,2018,6,1,25000_29999,3,nonfamily_living_alone,has_65_plus,65_plus,28500,3,4
pums_ca_08900_00069,0608900,2018,11,2,15000_19999,1,other_female_householder,no_65_plus,18_34,15000,1,3
pums_ca_08900_00070,0608900,2018,3,1,lt_10000,2,nonfamily_not_living_alone,no_65_plus,35_64,0,2,6
pums_ca_08900_00071,0608900,2018,19,5,150000_199999,3,married_couple,has_65_plus,35_64,152000,3,1
pums_ca_08900_00072,0608900,2018,7,3,200000_plus,4_plus,married_couple,has_65_plus,65_plus,246800,5,1
pums_ca_08900_00073,0608900,2018,7,2,40000_44999,2,married_couple,has_65_plus,65_plus,42400,2,1
pums_ca_08900_00074,0608900,2018,36,1,20000_24999,1,nonfamily_living_alone,no_65_plus,18_34,20000,1,4
pums_ca_08900_00075,0608900,2018,2,1,50000_59999,2,nonfamily_living_alone,has_65_plus,65_plus,50000,2,4
pums_ca_08900_00076,0608900,2018,4,2,30000_34999,3,nonfamily_living_alone,no_65_plus,35_64,33000,3,5
pums_ca_08900_00077,0608900,2018,12,2,100000_124999,4_plus,other_male_householder,no_65_plus,35_64,105000,5,2
pums_ca_08900_00078,0608900,2018,11,2,50000_59999,1,married_couple,has_65_plus,65_plus,58000,1,1
pums_ca_08900_00079,0608900,2018,10,2,20000_24999,2,nonfamily_living_alone,no_65_plus,18_34,23000,2,5
pums_ca_08900_00080,0608900,2018,15,4,200000_plus,4_plus,married_couple,no_65_plus,35_64,280200,4,1
pums_ca_08900_00081,0608900,2018,59,2,40000_44999,2,married_couple,no_65_plus,35_64,42000,2,1
pums_ca_08900_00082,0608900,2018,62,3,35000_39999,1,other_female_householder,no_65_plus,18_34,36000,1,3
pums_ca_08900_00083,0608900,2018,9,2,40000_44999,2,married_couple,has_65_plus,65_plus,44000,2,1
pums_ca_08900_00084,0608900,2018,25,2,200000_plus,2,married_couple,no_65_plus,35_64,254000,2,1
pums_ca_08900_00085,0608900,2018,21,3,150000_199999,3,married_couple,no_65_plus,35_64,174880,3,1
pums_ca_08900_00086,0608900,2018,17,3,150000_199999,2,married_couple,no_65_plus,18_34,152000,2,1
pums_ca_08900_00087,0608900,2018,12,2,60000_74999,2,married_couple,has_65_plus,65_plus,72450,2,1
pums_ca_08900_00088,0608900,2018,56,1,50000_59999,1,nonfamily_not_living_alone,no_65_plus,35_64,51000,1,6
pums_ca_08900_00089,0608900,2018,3,2,100000_124999,2,married_couple,has_65_plus,35_64,118000,2,1
pums_ca_08900_00090,0608900,2018,3,1,60000_74999,2,nonfamily_living_alone,no_65_plus,35_64,60000,2,4
pums_ca_08900_00091,0608900,2018,13,1,30000_34999,1,nonfamily_living_alone,has_65_plus,65_plus,33400,1,4
pums_ca_08900_00092,0608900,2018,12,1,lt_10000,1,nonfamily_living_alone,no_65_plus,35_64,8900,1,4
pums_ca_08900_00093,0608900,2018,15,1,30000_34999,1,nonfamily_living_alone,has_65_plus,65_plus,32700,1,4
pums_ca_08900_00094,0608900,2018,5,2,60000_74999,3,married_couple,has_65_plus,65_plus,74960,3,1
pums_ca_08900_00095,0608900,2018,36,1,20000_24999,1,nonfamily_living_alone,no_65_plus,35_64,24000,1,4
pums_ca_08900_00096,0608900,2018,16,6,60000_74999,4_plus,married_couple,has_65_plus,65_plus,74200,5,1
pums_ca_08900_00097,0608900,2018,46,2,100000_124999,3,married_couple,has_65_plus,65_plus,109000,3,1
pums_ca_08900_00098,0608900,2018,4,4,75000_99999,4_plus,married_couple,no_65_plus,35_64,86000,4,1
pums_ca_08900_00099,0608900,2018,24,4,60000_74999,4_plus,married_couple,no_65_plus,35_64,62600,4,1
pums_ca_08900_00100,0608900,2018,8,1,125000_149999,1,nonfamily_not_living_alone,no_65_plus,35_64,130000,1,6
pums_ca_08900_00101,0608900,2018,8,1,30000_34999,1,nonfamily_living_alone,has_65_plus,65_plus,30050,1,4
pums_ca_08900_00102,0608900,2018,13,2,100000_124999,3,married_couple,has_65_plus,35_64,117700,3,1
pums_ca_08900_00103,0608900,2018,19,3,20000_24999,2,married_couple,no_65_plus,18_34,20200,2,1
pums_ca_08900_00104,0608900,2018,6,2,lt_10000,1,married_couple,no_65_plus,35_64,5000,1,1
pums_ca_08900_00105,0608900,2018,9,1,35000_39999,1,nonfamily_not_living_alone,has_65_plus,65_plus,37100,1,6
pums_ca_08900_00106,0608900,2018,13,6,200000_plus,3,married_couple,no_65_plus,35_64,334000,3,1
pums_ca_08900_00107,0608900,2018,10,2,60000_74999,3,married_couple,no_65_plus,35_64,72000,3,1
pums_ca_08900_00108,0608900,2018,13,2,40000_44999,2,married_couple,has_65_plus,65_plus,41400,2,1
pums_ca_08900_00109,0608900,2018,11,2,50000_59999,2,married_couple,no_65_plus,35_64,50000,2,1
pums_ca_08900_00110,0608900,2018,7,1,25000_29999,2,nonfamily_living_alone,has_65_plus,65_plus,25900,2,4
pums_ca_08900_00111,0608900,2018,12,1,100000_124999,1,nonfamily_not_living_alone,has_65_plus,65_plus,113000,1,6
pums_ca_08900_00112,0608900,2018,13,3,50000_59999,2,nonfamily_not_living_alone,no_65_plus,18_34,59000,2,7
pums_ca_08900_00113,0608900,2018,11,2,50000_59999,3,other_female_householder,has_65_plus,65_plus,59000,3,3
pums_ca_08900_00114,0608900,2018,6,2,35000_39999,1,married_couple,has_65_plus,65_plus,38400,1,1
pums_ca_08900_00115,0608900,2018,14,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,7900,1,6
pums_ca_08900_00116,0608900,2018,10,4,75000_99999,2,married_couple,no_65_plus,35_64,80000,2,1
pums_ca_08900_00117,0608900,2018,13,4,lt_10000,0,married_couple,no_65_plus,35_64,7530,0,1
pums_ca_08900_00118,0608900,2018,12,3,200000_plus,2,married_couple,no_65_plus,35_64,298000,2,1
pums_ca_08900_00119,0608900,2018,9,3,75000_99999,3,married_couple,no_65_plus,35_64,91000,3,1
pums_ca_08900_00120,0608900,2018,6,3,50000_59999,2,married_couple,no_65_plus,35_64,55000,2,1
pums_ca_08900_00121,0608900,2018,12,2,lt_10000,4_plus,married_couple,no_65_plus,35_64,5300,4,1
pums_ca_08900_00122,0608900,2018,13,4,75000_99999,2,married_couple,no_65_plus,35_64,89800,2,1
pums_ca_08900_00123,0608900,2018,8,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,0,1,6
pums_ca_08900_00124,0608900,2018,2,1,40000_44999,1,nonfamily_living_alone,no_65_plus,35_64,40300,1,4
pums_ca_08900_00125,0608900,2018,23,2,40000_44999,1,nonfamily_not_living_alone,no_65_plus,18_34,44000,1,7
pums_ca_08900_00126,0608900,2018,12,2,35000_39999,2,married_couple,has_65_plus,65_plus,36000,2,1
pums_ca_08900_00127,0608900,2018,8,4,150000_199999,2,married_couple,no_65_plus,35_64,160000,2,1
pums_ca_08900_00128,0608900,2018,13,1,25000_29999,2,nonfamily_living_alone,has_65_plus,65_plus,26400,2,4
pums_ca_08900_00129,0608900,2018,7,6,200000_plus,4_plus,married_couple,no_65_plus,35_64,488000,4,1
pums_ca_08900_00130,0608900,2018,12,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,1500,1,6
pums_ca_08900_00131,0608900,2018,7,1,45000_49999,2,nonfamily_living_alone,no_65_plus,35_64,45000,2,4
pums_ca_08900_00132,0608900,2018,12,3,30000_34999,3,married_couple,no_65_plus,35_64,34000,3,1
pums_ca_08900_00133,0608900,2018,13,1,40000_44999,1,nonfamily_living_alone,no_65_plus,35_64,41400,1,4
pums_ca_08900_00134,0608900,2018,4,2,50000_59999,2,married_couple,has_65_plus,65_plus,56700,2,1
pums_ca_08900_00135,0608900,2018,11,2,75000_99999,2,married_couple,no_65_plus,35_64,78200,2,1
pums_ca_08900_00136,0608900,2018,14,2,60000_74999,1,nonfamily_living_alone,no_65_plus,35_64,60000,1,5
pums_ca_08900_00137,0608900,2018,12,2,50000_59999,3,married_couple,has_65_plus,65_plus,57700,3,1
pums_ca_08900_00138,0608900,2018,22,2,15000_19999,0,nonfamily_not_living_alone,no_65_plus,35_64,15000,0,7
pums_ca_08900_00139,0608900,2018,14,2,30000_34999,2,married_couple,has_65_plus,65_plus,32500,2,1
pums_ca_08900_00140,0608900,2018,7,2,45000_49999,2,married_couple,no_65_plus,35_64,47210,2,1
pums_ca_08900_00141,0608900,2018,14,1,15000_19999,2,nonfamily_living_alone,no_65_plus,35_64,15900,2,4
pums_ca_08900_00142,0608900,2018,33,2,100000_124999,2,married_couple,no_65_plus,35_64,110000,2,1
pums_ca_08900_00143,0608900,2018,15,4,25000_29999,4_plus,married_couple,no_65_plus,35_64,25000,4,1
pums_ca_08900_00144,0608900,2018,35,2,75000_99999,2,married_couple,has_65_plus,35_64,93000,2,1
pums_ca_08900_00145,0608900,2018,22,6,75000_99999,3,married_couple,no_65_plus,35_64,77100,3,1
pums_ca_08900_00146,0608900,2018,11,3,40000_44999,2,other_male_householder,no_65_plus,35_64,40300,2,2
pums_ca_08900_00147,0608900,2018,5,2,20000_24999,2,married_couple,no_65_plus,35_64,24600,2,1
pums_ca_08900_00148,0608900,2018,13,2,20000_24999,2,married_couple,no_65_plus,35_64,20400,2,1
pums_ca_08900_00149,0608900,2018,5,5,60000_74999,3,married_couple,no_65_plus,35_64,61000,3,1
pums_ca_08900_00150,0608900,2018,28,1,50000_59999,1,nonfamily_living_alone,no_65_plus,35_64,50000,1,4
pums_ca_08900_00151,0608900,2018,3,2,75000_99999,2,nonfamily_living_alone,no_65_plus,35_64,80540,2,5
pums_ca_08900_00152,0608900,2018,20,3,150000_199999,4_plus,married_couple,no_65_plus,35_64,172300,4,1
pums_ca_08900_00153,0608900,2018,11,2,75000_99999,2,married_couple,no_65_plus,35_64,96100,2,1
pums_ca_08900_00154,0608900,2018,13,2,75000_99999,2,married_couple,has_65_plus,65_plus,88100,2,1
pums_ca_08900_00155,0608900,2018,5,3,150000_199999,4_plus,married_couple,no_65_plus,35_64,194000,4,1
pums_ca_08900_00156,0608900,2018,23,4,150000_199999,4_plus,married_couple,has_65_plus,35_64,182000,4,1
pums_ca_08900_00157,0608900,2018,9,4,75000_99999,3,married_couple,no_65_plus,35_64,90000,3,1
pums_ca_08900_00158,0608900,2018,2,4,75000_99999,3,married_couple,no_65_plus,35_64,95100,3,1
pums_ca_08900_00159,0608900,2018,17,4,75000_99999,2,married_couple,has_65_plus,65_plus,82604,2,1
pums_ca_08900_00160,0608900,2018,4,2,50000_59999,3,other_female_householder,has_65_plus,65_plus,52100,3,3
pums_ca_08900_00161,0608900,2018,13,2,75000_99999,2,married_couple,no_65_plus,35_64,75000,2,1
pums_ca_08900_00162,0608900,2018,37,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,13200,1,6
pums_ca_08900_00163,0608900,2018,11,1,lt_10000,0,nonfamily_living_alone,no_65_plus,35_64,1400,0,4
pums_ca_08900_00164,0608900,2018,22,2,150000_199999,4_plus,married_couple,no_65_plus,35_64,191300,4,1
pums_ca_08900_00165,0608900,2018,7,1,50000_59999,1,nonfamily_not_living_alone,no_65_plus,35_64,56000,1,6
pums_ca_08900_00166,0608900,2018,11,1,15000_19999,1,nonfamily_not_living_alone,no_65_plus,18_34,16700,1,6
pums_ca_08900_00167,0608900,2018,36,3,30000_34999,3,married_couple,has_65_plus,65_plus,32500,3,1
pums_ca_08900_00168,0608900,2018,2,1,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35_64,10400,1,6
pums_ca_08900_00169,0608900,2018,15,4,60000_74999,2,married_couple,no_65_plus,18_34,65000,2,1
pums_ca_08900_00170,0608900,2018,10,3,200000_plus,3,married_couple,no_65_plus,35_64,294000,3,1
pums_ca_08900_00171,0608900,2018,15,1,15000_19999,0,nonfamily_living_alone,has_65_plus,65_plus,15500,0,4
pums_ca_08900_00172,0608900,2018,11,4,125000_149999,3,married_couple,has_65_plus,65_plus,135900,3,1
pums_ca_08900_00173,0608900,2018,38,2,30000_34999,2,other_female_householder,has_65_plus,65_plus,30000,2,3
pums_ca_08900_00174,0608900,2018,13,3,125000_149999,3,married_couple,no_65_plus,35_64,149600,3,1
pums_ca_08900_00175,0608900,2018,5,2,75000_99999,0,nonfamily_living_alone,no_65_plus,35_64,83500,0,5
pums_ca_08900_00176,0608900,2018,13,1,35000_39999,1,nonfamily_living_alone,no_65_plus,35_64,35000,1,4
pums_ca_08900_00177,0608900,2018,23,1,35000_39999,2,nonfamily_living_alone,no_65_plus,35_64,35000,2,4
pums_ca_08900_00178,0608900,2018,15,2,60000_74999,3,other_female_householder,has_65_plus,65_plus,60200,3,3
pums_ca_08900_00179,0608900,2018,8,2,25000_29999,3,married_couple,has_65_plus,65_plus,28000,3,1
pums_ca_08900_00180,0608900,2018,41,2,150000_199999,2,married_couple,no_65_plus,35_64,155000,2,1
pums_ca_08900_00181,0608900,2018,11,1,35000_39999,1,nonfamily_living_alone,no_65_plus,35_64,38160,1,4
pums_ca_08900_00182,0608900,2018,2,1,100000_124999,1,nonfamily_not_living_alone,has_65_plus,65_plus,107500,1,6
pums_ca_08900_00183,0608900,2018,5,3,40000_44999,1,other_female_householder,has_65_plus,65_plus,40700,1,3
pums_ca_08900_00184,0608900,2018,14,1,35000_39999,1,nonfamily_not_living_alone,has_65_plus,65_plus,37400,1,6
pums_ca_08900_00185,0608900,2018,14,2,15000_19999,2,other_female_householder,no_65_plus,35_64,15500,2,3
pums_ca_08900_00186,0608900,2018,7,2,45000_49999,2,other_female_householder,has_65_plus,65_plus,46600,2,3
pums_ca_08900_00187,0608900,2018,5,2,75000_99999,2,married_couple,has_65_plus,65_plus,93500,2,1
pums_ca_08900_00188,0608900,2018,6,3,20000_24999,3,nonfamily_not_living_alone,has_65_plus,35_64,20600,3,7
pums_ca_08900_00189,0608900,2018,12,1,15000_19999,1,nonfamily_not_living_alone,has_65_plus,65_plus,18700,1,6
pums_ca_08900_00190,0608900,2018,8,2,100000_124999,4_plus,married_couple,no_65_plus,35_64,123100,4,1
pums_ca_08900_00191,0608900,2018,14,5,75000_99999,1,married_couple,no_65_plus,35_64,88000,1,1
pums_ca_08900_00192,0608900,2018,33,4,200000_plus,1,married_couple,no_65_plus,35_64,283000,1,1
pums_ca_08900_00193,0608900,2018,33,1,75000_99999,1,nonfamily_not_living_alone,no_65_plus,35_64,88000,1,6
pums_ca_08900_00194,0608900,2018,27,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,14700,1,6
pums_ca_08900_00195,0608900,2018,14,2,60000_74999,0,married_couple,no_65_plus,35_64,62000,0,1
pums_ca_08900_00196,0608900,2018,8,2,20000_24999,2,married_couple,has_65_plus,65_plus,21000,2,1
pums_ca_08900_00197,0608900,2018,9,6,35000_39999,1,other_male_householder,no_65_plus,35_64,39600,1,2
pums_ca_08900_00198,0608900,2018,22,1,lt_10000,1,nonfamily_not_living_alone,no_65_plus,18_34,0,1,6
pums_ca_08900_00199,0608900,2018,20,2,35000_39999,1,other_female_householder,no_65_plus,18_34,36000,1,3
pums_ca_08900_00200,0608900,2018,15,1,lt_10000,2,nonfamily_not_living_alone,has_65_plus,65_plus,3600,2,6
pums_ca_08900_00201,0608900,2018,13,2,75000_99999,2,married_couple,no_65_plus,18_34,88000,2,1
pums_ca_08900_00202,0608900,2018,11,2,150000_199999,3,married_couple,no_65_plus,35_64,153000,3,1
pums_ca_08900_00203,0608900,2018,8,5,150000_199999,3,married_couple,no_65_plus,35_64,181000,3,1
pums_ca_08900_00204,0608900,2018,37,1,20000_24999,1,nonfamily_living_alone,has_65_plus,65_plus,22000,1,4
pums_ca_08900_00205,0608900,2018,5,4,60000_74999,2,married_couple,has_65_plus,35_64,74600,2,1
pums_ca_08900_00206,0608900,2018,13,1,25000_29999,4_plus,nonfamily_living_alone,has_65_plus,65_plus,28900,4,4
pums_ca_08900_00207,0608900,2018,34,5,150000_199999,3,other_female_householder,has_65_plus,65_plus,184300,3,3
pums_ca_08900_00208,0608900,2018,12,1,100000_124999,1,nonfamily_living_alone,has_65_plus,65_plus,107200,1,4
pums_ca_08900_00209,0608900,2018,7,2,35000_39999,3,married_couple,has_65_plus,65_plus,35400,3,1
pums_ca_08900_00210,0608900,2018,12,2,50000_59999,2,married_couple,has_65_plus,65_plus,52000,2,1
pums_ca_08900_00211,0608900,2018,15,1,25000_29999,1,nonfamily_living_alone,has_65_plus,65_plus,25600,1,4
pums_ca_08900_00212,0608900,2018,33,2,15000_19999,2,nonfamily_living_alone,no_65_plus,18_34,18500,2,5
pums_ca_08900_00213,0608900,2018,35,3,25000_29999,2,nonfamily_not_living_alone,no_65_plus,18_34,27000,2,7
pums_ca_08900_00214,0608900,2018,13,2,75000_99999,3,nonfamily_living_alone,has_65_plus,65_plus,98000,3,5
pums_ca_08900_00215,0608900,2018,11,1,15000_19999,1,nonfamily_not_living_alone,has_65_plus,65_plus,19300,1,6
pums_ca_08900_00216,0608900,2018,72,1,20000_24999,1,nonfamily_living_alone,no_65_plus,35_64,22000,1,4
pums_ca_08900_00217,0608900,2018,21,2,30000_34999,3,married_couple,no_65_plus,35_64,32600,3,1
pums_ca_08900_00218,0608900,2018,19,1,75000_99999,1,nonfamily_not_living_alone,has_65_plus,65_plus,78300,1,6
pums_ca_08900_00219,0608900,2018,13,3,75000_99999,3,married_couple,no_65_plus,35_64,92000,3,1
pums_ca_08900_00220,0608900,2018,35,3,75000_99999,2,married_couple,has_65_plus,35_64,90000,2,1
pums_ca_08900_00221,0608900,2018,41,3,60000_74999,1,married_couple,no_65_plus,35_64,69000,1,1
pums_ca_08900_00222,0608900,2018,13,2,60000_74999,1,other_female_householder,no_65_plus,35_64,68000,1,3
pums_ca_08900_00223,0608900,2018,14,1,45000_49999,1,nonfamily_not_living_alone,has_65_plus,65_plus,49800,1,6
pums_ca_08900_00224,0608900,2018,7,2,20000_24999,3,married_couple,has_65_plus,65_plus,24510,3,1
pums_ca_08900_00225,0608900,2018,21,2,60000_74999,2,married_couple,has_65_plus,35_64,72000,2,1
pums_ca_08900_00226,0608900,2018,7,1,25000_29999,1,nonfamily_living_alone,has_65_plus,65_plus,29500,1,4
pums_ca_08900_00227,0608900,2018,33,4,30000_34999,1,other_female_householder,no_65_plus,35_64,34600,1,3
pums_ca_08900_00228,0608900,2018,3,2,60000_74999,3,married_couple,has_65_plus,65_plus,74570,3,1
pums_ca_08900_00229,0608900,2018,12,1,lt_10000,1,nonfamily_not_living_alone,has_65_plus,65_plus,6000,1,6
pums_ca_08900_00230,0608900,2018,16,2,75000_99999,3,married_couple,no_65_plus,35_64,84000,3,1
pums_ca_08900_00231,0608900,2018,1,1,75000_99999,1,nonfamily_living_alone,no_65_plus,0_17,75000,1,4
pums_ca_08900_00232,0608900,2018,38,1,10000_14999,0,nonfamily_living_alone,no_65_plus,35_64,10400,0,4
pums_ca_08900_00233,0608900,2018,13,1,50000_59999,2,nonfamily_living_alone,has_65_plus,65_plus,56200,2,4
pums_ca_08900_00234,0608900,2018,6,5,50000_59999,3,married_couple,no_65_plus,35_64,55000,3,1
pums_ca_08900_00235,0608900,2018,12,5,45000_49999,2,married_couple,no_65_plus,18_34,45700,2,1
pums_ca_08900_00236,0608900,2018,12,3,75000_99999,3,nonfamily_living_alone,no_65_plus,18_34,89600,3,5
pums_ca_08900_00237,0608900,2018,10,2,75000_99999,2,married_couple,has_65_plus,65_plus,80700,2,1
pums_ca_08900_00238,0608900,2018,12,2,60000_74999,2,married_couple,no_65_plus,35_64,64540,2,1
pums_ca_08900_00239,0608900,2018,15,2,30000_34999,2,married_couple,has_65_plus,65_plus,31200,2,1
pums_ca_08900_00240,0608900,2018,14,2,15000_19999,2,nonfamily_not_living_alone,no_65_plus,18_34,18500,2,7
pums_ca_08900_00241,0608900,2018,12,1,50000_59999,4_plus,nonfamily_living_alone,no_65_plus,35_64,59500,4,4
pums_ca_08900_00242,0608900,2018,14,1,35000_39999,1,nonfamily_living_alone,has_65_plus,65_plus,37800,1,4
