sample_id,source_puma,vintage,weight,household_size,household_income,vehicle_count,household_structure,household_older_adult_presence,householder_age_group,hincp_2018_dollars,vehicles_raw,hht_raw
pums_ca_08900_00562,0608900,2018,11,1,35000_39999,1,nonfamily_not_living_alone,has_65_plus,65_plus,36000,1,6
pums_ca_08900_00563,0608900,2018,4,1,10000_14999,2,nonfamily_not_living_alone,has_65_plus,65_plus,13900,2,6
pums_ca_08900_00564,0608900,2018,13,2,35000_39999,1,other_female_householder,no_65_plus,18_34,35000,1,3
pums_ca_08900_00565,0608900,2018,5,1,35000_39999,1,nonfamily_living_alone,no_65_plus,35_64,35000,1,4
pums_ca_08900_00566,0608900,2018,14,1,10000_14999,1,nonfamily_living_alone,no_65_plus,35_64,12000,1,4
pums_ca_08900_00567,0608900,2018,8,2,20000_24999,2,married_couple,no_65_plus,35_64,20200,2,1
pums_ca_08900_00568,0608900,2018,7,1,45000_49999,1,nonfamily_not_living_alone,has_65_plus,65_plus,48000,1,6
pums_ca_08900_00569,0608900,2018,31,4,35000_39999,1,married_couple,no_65_plus,18_34,39000,1,1
pums_ca_08900_00570,0608900,2018,20,2,60000_74999,1,married_couple,has_65_plus,65_plus,70210,1,1
pums_ca_08900_00571,0608900,2018,10,3,50000_59999,2,married_couple,no_65_plus,18_34,51000,2,1
pums_ca_08900_00572,0608900,2018,22,2,75000_99999,2,married_couple,no_65_plus,35_64,82500,2,1
pums_ca_08900_00573,0608900,2018,12,1,60000_74999,2,nonfamily_living_alone,has_65_plus,65_plus,64900,2,4
pums_ca_08900_00574,0608900,2018,11,2,10000_14999,2,married_couple,no_65_plus,35_64,11000,2,1
pums_ca_08900_00575,0608900,2018,11,3,60000_74999,4_plus,other_female_householder,has_65_plus,65_plus,70900,4,3
pums_ca_08900_00576,0608900,2018,22,2,30000_34999,2,nonfamily_not_living_alone,has_65_plus,65_plus,34300,2,7
pums_ca_08900_00577,0608900,2018,40,3,50000_59999,2,married_couple,no_65_plus,35_64,54310,2,1
pums_ca_08900_00578,0608900,2018,19,2,60000_74999,2,married_couple,has_65_plus,65_plus,70200,2,1
pums_ca_08900_00579,0608900,2018,13,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,11400,1,6
pums_ca_08900_00580,0608900,2018,7,2,45000_49999,1,married_couple,has_65_plus,65_plus,48650,1,1
pums_ca_08900_00581,0608900,2018,12,1,45000_49999,1,nonfamily_not_living_alone,no_65_plus,18_34,45700,1,6
pums_ca_08900_00582,0608900,2018,8,2,75000_99999,2,married_couple,has_65_plus,65_plus,89400,2,1
pums_ca_08900_00583,0608900,2018,38,4,100000_124999,2,married_couple,no_65_plus,18_34,105000,2,1
pums_ca_08900_00584,0608900,2018,16,6,75000_99999,2,married_couple,no_65_plus,35_64,84660,2,1
pums_ca_08900_00585,0608900,2018,2,1,35000_39999,1,nonfamily_not_living_alone,no_65_plus,35_64,35000,1,6
pums_ca_08900_00586,0608900,2018,14,4,125000_149999,2,married_couple,no_65_plus,18_34,130000,2,1
pums_ca_08900_00587,0608900,2018,15,2,25000_29999,2,married_couple,no_65_plus,35_64,27400,2,1
pums_ca_08900_00588,0608900,2018,12,1,15000_19999,1,nonfamily_living_alone,no_65_plus,35_64,16700,1,4
pums_ca_08900_00589,0608900,2018,8,2,25000_29999,2,nonfamily_not_living_alone,has_65_plus,65_plus,25900,2,7
pums_ca_08900_00590,0608900,2018,9,2,75000_99999,1,married_couple,no_65_plus,35_64,81400,1,1
pums_ca_08900_00591,0608900,2018,21,1,50000_59999,2,nonfamily_not_living_alone,has_65_plus,65_plus,52000,2,6
pums_ca_08900_00592,0608900,2018,7,1,15000_19999,0,nonfamily_not_living_alone,has_65_plus,65_plus,16800,0,6
pums_ca_08900_00593,0608900,2018,8,1,20000_24999,0,nonfamily_not_living_alone,no_65_plus,35_64,23700,0,6
pums_ca_08900_00594,0608900,2018,7,2,lt_10000,3,married_couple,no_65_plus,35_64,9850,3,1
pums_ca_08900_00595,0608900,2018,19,2,200000_plus,3,married_couple,has_65_plus,65_plus,223500,3,1
pums_ca_08900_00596,0608900,2018,14,3,60000_74999,3,married_couple,no_65_plus,35_64,72000,3,1
pums_ca_08900_00597,0608900,2018,4,2,45000_49999,2,married_couple,has_65_plus,65_plus,48900,2,1
pums_ca_08900_00598,0608900,2018,16,3,75000_99999,4_plus,married_couple,no_65_plus,35_64,88600,5,1
pums_ca_08900_00599,0608900,2018,12,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,14400,1,6
pums_ca_08900_00600,0608900,2018,19,2,60000_74999,2,married_couple,has_65_plus,65_plus,71500,2,1
pums_ca_08900_00601,0608900,2018,8,1,10000_14999,2,nonfamily_not_living_alone,no_65_plus,35_64,12000,2,6
pums_ca_08900_00602,0608900,2018,38,3,100000_124999,4_plus,married_couple,no_65_plus,35_64,109200,4,1
pums_ca_08900_00603,0608900,2018,12,2,50000_59999,2,married_couple,has_65_plus,65_plus,56600,2,1
pums_ca_08900_00604,0608900,2018,31,1,lt_10000,1,nonfamily_living_alone,no_65_plus,18_34,0,1,4
pums_ca_08900_00605,0608900,2018,28,1,10000_14999,1,nonfamily_living_alone,no_65_plus,18_34,12000,1,4
pums_ca_08900_00606,0608900,2018,12,2,15000_19999,1,other_male_householder,has_65_plus,65_plus,18000,1,2
pums_ca_08900_00607,0608900,2018,11,3,10000_14999,0,other_female_householder,no_65_plus,35_64,11200,0,3
pums_ca_08900_00608,0608900,2018,3,1,15000_19999,4_plus,nonfamily_living_alone,no_65_plus,35_64,18200,4,4
pums_ca_08900_00609,0608900,2018,39,1,lt_10000,1,nonfamily_living_alone,no_65_plus,35_64,7200,1,4
pums_ca_08900_00610,0608900,2018,39,2,30000_34999,2,married_couple,has_65_plus,35_64,33950,2,1
pums_ca_08900_00611,0608900,2018,16,3,15000_19999,4_plus,married_couple,no_65_plus,35_64,15000,4,1
pums_ca_08900_00612,0608900,2018,5,4,50000_59999,2,married_couple,no_65_plus,18_34,59000,2,1
pums_ca_08900_00613,0608900,2018,20,2,45000_49999,1,other_male_householder,no_65_plus,35_64,45300,1,2
pums_ca_08900_00614,0608900,2018,13,5,200000_plus,2,married_couple,no_65_plus,35_64,380600,2,1
pums_ca_08900_00615,0608900,2018,40,1,lt_10000,0,nonfamily_living_alone,no_65_plus,35_64,4800,0,4
pums_ca_08900_00616,0608900,2018,15,5,75000_99999,2,married_couple,no_65_plus,35_64,83350,2,1
pums_ca_08900_00617,0608900,2018,24,2,20000_24999,2,other_female_householder,has_65_plus,65_plus,20300,2,3
pums_ca_08900_00618,0608900,2018,50,4,40000_44999,2,married_couple,no_65_plus,35_64,43000,2,1
pums_ca_08900_00619,0608900,2018,9,1,40000_44999,2,nonfamily_not_living_alone,has_65_plus,65_plus,44600,2,6
pums_ca_08900_00620,0608900,2018,18,2,20000_24999,2,other_female_householder,no_65_plus,35_64,21004,2,3
pums_ca_08900_00621,0608900,2018,5,1,10000_14999,0,nonfamily_living_alone,no_65_plus,18_34,12000,0,4
pums_ca_08900_00622,0608900,2018,13,3,75000_99999,2,married_couple,no_65_plus,35_64,95500,2,1
pums_ca_08900_00623,0608900,2018,7,1,15000_19999,1,nonfamily_living_alone,has_65_plus,65_plus,19500,1,4
pums_ca_08900_00624,0608900,2018,22,1,10000_14999,0,nonfamily_living_alone,no_65_plus,35_64,10500,0,4
pums_ca_08900_00625,0608900,2018,7,1,35000_39999,1,nonfamily_not_living_alone,has_65_plus,65_plus,37800,1,6
pums_ca_08900_00626,0608900,2018,18,1,200000_plus,1,nonfamily_not_living_alone,has_65_plus,65_plus,476000,1,6
pums_ca_08900_00627,0608900,2018,11,2,15000_19999,0,nonfamily_not_living_alone,no_65_plus,18_34,16700,0,7
pums_ca_08900_00628,0608900,2018,14,3,lt_10000,1,other_female_householder,no_65_plus,18_34,5200,1,3
pums_ca_08900_00629,0608900,2018,68,1,15000_19999,1,nonfamily_not_living_alone,no_65_plus,35_64,18000,1,6
pums_ca_08900_00630,0608900,2018,5,1,10000_14999,0,nonfamily_living_alone,no_65_plus,35_64,10600,0,4
pums_ca_08900_00631,0608900,2018,7,5,100000_124999,3,married_couple,has_65_plus,65_plus,102500,3,1
pums_ca_08900_00632,0608900,2018,10,2,60000_74999,1,married_couple,has_65_plus,65_plus,72300,1,1
pums_ca_08900_00633,0608900,2018,8,2,60000_74999,1,married_couple,has_65_plus,65_plus,70700,1,1
pums_ca_08900_00634,0608900,2018,4,2,20000_24999,2,married_couple,has_65_plus,35_64,21000,2,1
pums_ca_08900_00635,0608900,2018,14,2,100000_124999,3,married_couple,no_65_plus,35_64,115500,3,1
pums_ca_08900_00636,0608900,2018,12,2,100000_124999,3,married_couple,has_65_plus,65_plus,103800,3,1
pums_ca_08900_00637,0608900,2018,7,1,10000_14999,0,nonfamily_not_living_alone,has_65_plus,65_plus,14900,0,6
pums_ca_08900_00638,0608900,2018,14,3,75000_99999,3,married_couple,no_65_plus,35_64,98000,3,1
pums_ca_08900_00639,0608900,2018,23,3,125000_149999,2,married_couple,no_65_plus,35_64,125000,2,1
pums_ca_08900_00640,0608900,2018,9,5,40000_44999,4_plus,other_female_householder,has_65_plus,65_plus,41600,6,3
pums_ca_08900_00641,0608900,2018,9,2,125000_149999,4_plus,married_couple,has_65_plus,65_plus,131500,4,1
pums_ca_08900_00642,0608900,2018,12,1,10000_14999,1,nonfamily_not_living_alone,has_65_plus,65_plus,13800,1,6
pums_ca_08900_00643,0608900,2018,12,3,35000_39999,3,married_couple,has_65_plus,35_64,35800,3,1
pums_ca_08900_00644,0608900,2018,40,1,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35_64,10400,1,6
pums_ca_08900_00645,0608900,2018,53,3,30000_34999,2,married_couple,no_65_plus,35_64,32500,2,1
pums_ca_08900_00646,0608900,2018,4,2,100000_124999,3,married_couple,has_65_plus,65_plus,100300,3,1
pums_ca_08900_00647,0608900,2018,7,3,60000_74999,2,married_couple,no_65_plus,35_64,63000,2,1
pums_ca_08900_00648,0608900,2018,40,5,10000_14999,1,married_couple,no_65_plus,18_34,13000,1,1
pums_ca_08900_00649,0608900,2018,12,2,40000_44999,1,married_couple,has_65_plus,65_plus,40000,1,1
pums_ca_08900_00650,0608900,2018,8,1,lt_10000,2,nonfamily_not_living_alone,no_65_plus,18_34,0,2,6
pums_ca_08900_00651,0608900,2018,2,3,125000_149999,2,married_couple,has_65_plus,65_plus,128900,2,1
pums_ca_08900_00652,0608900,2018,14,2,50000_59999,2,nonfamily_living_alone,no_65_plus,35_64,54000,2,5
pums_ca_08900_00653,0608900,2018,8,2,40000_44999,2,married_couple,no_65_plus,35_64,42900,2,1
pums_ca_08900_00654,0608900,2018,19,4,60000_74999,1,married_couple,no_65_plus,35_64,70000,1,1
pums_ca_08900_00655,0608900,2018,27,3,45000_49999,2,married_couple,has_65_plus,65_plus,47000,2,1
pums_ca_08900_00656,0608900,2018,9,5,50000_59999,2,married_couple,has_65_plus,35_64,59200,2,1
pums_ca_08900_00657,0608900,2018,22,2,30000_34999,3,married_couple,no_65_plus,35_64,34000,3,1
pums_ca_08900_00658,0608900,2018,9,1,35000_39999,2,nonfamily_not_living_alone,no_65_plus,35_64,39500,2,6
pums_ca_08900_00659,0608900,2018,7,1,lt_10000,0,nonfamily_living_alone,no_65_plus,35_64,4700,0,4
pums_ca_08900_00660,0608900,2018,13,1,60000_74999,1,nonfamily_not_living_alone,has_65_plus,65_plus,67000,1,6
pums_ca_08900_00661,0608900,2018,5,2,125000_149999,4_plus,married_couple,has_65_plus,65_plus,127210,5,1
pums_ca_08900_00662,0608900,2018,11,1,100000_124999,1,nonfamily_living_alone,no_65_plus,35_64,100200,1,4
pums_ca_08900_00663,0608900,2018,5,4,100000_124999,4_plus,married_couple,no_65_plus,35_64,117000,4,1
pums_ca_08900_00664,0608900,2018,19,2,45000_49999,4_plus,married_couple,has_65_plus,65_plus,46700,4,1
pums_ca_08900_00665,0608900,2018,12,2,60000_74999,2,married_couple,no_65_plus,35_64,60000,2,1
pums_ca_08900_00666,0608900,2018,15,2,60000_74999,2,married_couple,no_65_plus,35_64,60800,2,1
pums_ca_08900_00667,0608900,2018,14,3,lt_10000,2,other_female_householder,no_65_plus,18_34,7300,2,3
pums_ca_08900_00668,0608900,2018,12,2,40000_44999,3,married_couple,has_65_plus,65_plus,43000,3,1
pums_ca_08900_00669,0608900,2018,38,2,60000_74999,2,married_couple,has_65_plus,65_plus,73600,2,1
pums_ca_08900_00670,0608900,2018,8,1,25000_29999,2,nonfamily_living_alone,has_65_plus,65_plus,26400,2,4
pums_ca_08900_00671,0608900,2018,9,3,75000_99999,0,other_male_householder,has_65_plus,65_plus,93200,0,2
pums_ca_08900_00672,0608900,2018,9,2,50000_59999,2,married_couple,no_65_plus,35_64,51000,2,1
pums_ca_08900_00673,0608900,2018,23,1,20000_24999,1,nonfamily_not_living_alone,no_65_plus,18_34,21000,1,6
pums_ca_08900_00674,0608900,2018,13,2,45000_49999,1,married_couple,no_65_plus,35_64,48000,1,1
pums_ca_08900_00675,0608900,2018,24,2,60000_74999,1,married_couple,no_65_plus,18_34,60000,1,1
pums_ca_08900_00676,0608900,2018,4,2,75000_99999,4_plus,married_couple,has_65_plus,65_plus,83000,4,1
pums_ca_08900_00677,0608900,2018,35,2,20000_24999,1,other_female_householder,no_65_plus,35_64,22000,1,3
pums_ca_08900_00678,0608900,2018,10,2,60000_74999,4_plus,married_couple,has_65_plus,65_plus,66000,4,1
pums_ca_08900_00679,0608900,2018,23,2,25000_29999,2,married_couple,no_65_plus,35_64,26600,2,1
pums_ca_08900_00680,0608900,2018,7,2,50000_59999,2,nonfamily_living_alone,no_65_plus,35_64,54200,2,5
pums_ca_08900_00681,0608900,2018,34,1,lt_10000,1,nonfamily_living_alone,has_65_plus,65_plus,9500,1,4
pums_ca_08900_00682,0608900,2018,12,2,10000_14999,1,other_female_householder,has_65_plus,65_plus,12600,1,3
pums_ca_08900_00683,0608900,2018,17,4,100000_124999,1,other_female_householder,no_65_plus,18_34,100000,1,3
pums_ca_08900_00684,0608900,2018,12,2,60000_74999,2,married_couple,has_65_plus,65_plus,64400,2,1
pums_ca_08900_00685,0608900,2018,12,2,60000_74999,1,married_couple,no_65_plus,35_64,66000,1,1
pums_ca_08900_00686,0608900,2018,12,2,30000_34999,2,other_female_householder,no_65_plus,35_64,30000,2,3
pums_ca_08900_00687,0608900,2018,37,5,45000_49999,2,married_couple,no_65_plus,18_34,46500,2,1
pums_ca_08900_00688,0608900,2018,8,2,75000_99999,2,married_couple,no_65_plus,35_64,77000,2,1
pums_ca_08900_00689,0608900,2018,8,4,25000_29999,0,married_couple,no_65_plus,18_34,28000,0,1
pums_ca_08900_00690,0608900,2018,8,3,100000_124999,4_plus,married_couple,no_65_plus,35_64,102600,4,1
pums_ca_08900_00691,0608900,2018,13,4,40000_44999,2,married_couple,has_65_plus,35_64,43800,2,1
pums_ca_08900_00692,0608900,2018,68,2,125000_149999,1,married_couple,no_65_plus,35_64,140000,1,1
pums_ca_08900_00693,0608900,2018,49,3,25000_29999,2,other_female_householder,no_65_plus,35_64,28000,2,3
pums_ca_08900_00694,0608900,2018,11,1,75000_99999,1,nonfamily_not_living_alone,no_65_plus,18_34,87300,1,6
pums_ca_08900_00695,0608900,2018,19,2,15000_19999,3,married_couple,has_65_plus,65_plus,16900,3,1
pums_ca_08900_00696,0608900,2018,18,1,30000_34999,1,nonfamily_not_living_alone,no_65_plus,35_64,30000,1,6
pums_ca_08900_00697,0608900,2018,13,1,45000_49999,1,nonfamily_living_alone,has_65_plus,65_plus,49700,1,4
pums_ca_08900_00698,0608900,2018,14,2,30000_34999,2,nonfamily_living_alone,no_65_plus,35_64,32000,2,5
pums_ca_08900_00699,0608900,2018,16,1,60000_74999,2,nonfamily_living_alone,has_65_plus,65_plus,61450,2,4
pums_ca_08900_00700,0608900,2018,13,2,75000_99999,2,nonfamily_not_living_alone,no_65_plus,18_34,93000,2,7
pums_ca_08900_00701,0608900,2018,12,3,25000_29999,0,other_male_householder,has_65_plus,65_plus,28200,0,2
pums_ca_08900_00702,0608900,2018,11,1,15000_19999,1,nonfamily_not_living_alone,has_65_plus,65_plus,15400,1,6
pums_ca_08900_00703,0608900,2018,9,1,40000_44999,1,nonfamily_living_alone,no_65_plus,35_64,40000,1,4
pums_ca_08900_00704,0608900,2018,11,2,125000_149999,3,married_couple,no_65_plus,35_64,130600,3,1
pums_ca_08900_00705,0608900,2018,12,4,50000_59999,2,married_couple,no_65_plus,18_34,51200,2,1
pums_ca_08900_00706,0608900,2018,29,2,45000_49999,1,other_male_householder,no_65_plus,18_34,45000,1,2
pums_ca_08900_00707,0608900,2018,14,2,60000_74999,2,married_couple,has_65_plus,35_64,65000,2,1
pums_ca_08900_00708,0608900,2018,13,1,50000_59999,2,nonfamily_living_alone,no_65_plus,35_64,57000,2,4
pums_ca_08900_00709,0608900,2018,12,2,45000_49999,2,married_couple,no_65_plus,35_64,46700,2,1
pums_ca_08900_00710,0608900,2018,9,1,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35_64,12000,1,6
pums_ca_08900_00711,0608900,2018,13,5,50000_59999,3,other_male_householder,no_65_plus,35_64,56000,3,2
pums_ca_08900_00712,0608900,2018,14,1,10000_14999,1,nonfamily_living_alone,no_65_plus,35_64,10700,1,4
pums_ca_08900_00713,0608900,2018,40,2,15000_19999,2,nonfamily_living_alone,no_65_plus,35_64,18000,2,5
pums_ca_08900_00714,0608900,2018,24,1,10000_14999,0,nonfamily_not_living_alone,has_65_plus,65_plus,14600,0,6
pums_ca_08900_00715,0608900,2018,25,5,60000_74999,2,married_couple,no_65_plus,35_64,60000,2,1
pums_ca_08900_00716,0608900,2018,5,2,150000_199999,2,married_couple,no_65_plus,35_64,160400,2,1
pums_ca_08900_00717,0608900,2018,22,2,10000_14999,2,nonfamily_not_living_alone,no_65_plus,18_34,14300,2,7
pums_ca_08900_00718,0608900,2018,12,2,50000_59999,3,married_couple,no_65_plus,35_64,51100,3,1
pums_ca_08900_00719,0608900,2018,12,1,60000_74999,1,nonfamily_not_living_alone,has_65_plus,65_plus,71000,1,6
pums_ca_08900_00720,0608900,2018,7,2,150000_199999,3,married_couple,has_65_plus,35_64,195300,3,1
pums_ca_08900_00721,0608900,2018,8,4,125000_149999,2,married_couple,no_65_plus,35_64,125200,2,1
pums_ca_08900_00722,0608900,2018,4,8,75000_99999,4_plus,married_couple,no_65_plus,35_64,85000,5,1
pums_ca_08900_00723,0608900,2018,13,1,lt_10000,0,nonfamily_not_living_alone,no_65_plus,35_64,1100,0,6
pums_ca_08900_00724,0608900,2018,9,6,100000_124999,4_plus,married_couple,no_65_plus,35_64,112900,4,1
pums_ca_08900_00725,0608900,2018,13,2,45000_49999,2,other_female_householder,no_65_plus,35_64,47000,2,3
pums_ca_08900_00726,0608900,2018,13,2,75000_99999,2,married_couple,no_65_plus,18_34,84600,2,1
pums_ca_08900_00727,0608900,2018,19,5,30000_34999,2,married_couple,no_65_plus,18_34,30000,2,1
pums_ca_08900_00728,0608900,2018,11,2,50000_59999,2,married_couple,no_65_plus,18_34,52000,2,1
pums_ca_08900_00729,0608900,2018,12,2,35000_39999,2,married_couple,no_65_plus,18_34,38400,2,1
pums_ca_08900_00730,0608900,2018,14,6,150000_199999,4_plus,married_couple,no_65_plus,35_64,170101,6,1
pums_ca_08900_00731,0608900,2018,11,2,40000_44999,2,married_couple,has_65_plus,65_plus,42300,2,1
pums_ca_08900_00732,0608900,2018,6,1,30000_34999,1,nonfamily_not_living_alone,has_65_plus,65_plus,32360,1,6
pums_ca_08900_00733,0608900,2018,42,1,15000_19999,2,nonfamily_living_alone,no_65_plus,35_64,19800,2,4
pums_ca_08900_00734,0608900,2018,8,1,25000_29999,4_plus,nonfamily_living_alone,has_65_plus,65_plus,25100,4,4
pums_ca_08900_00735,0608900,2018,16,3,100000_124999,4_plus,married_couple,has_65_plus,65_plus,107100,4,1
pums_ca_08900_00736,0608900,2018,6,2,30000_34999,2,other_female_householder,has_65_plus,65_plus,30000,2,3
pums_ca_08900_00737,0608900,2018,2,3,20000_24999,2,other_female_householder,no_65_plus,35_64,21600,2,3
pums_ca_08900_00738,0608900,2018,12,2,75000_99999,2,married_couple,no_65_plus,35_64,89600,2,1
pums_ca_08900_00739,0608900,2018,12,1,20000_24999,1,nonfamily_not_living_alone,has_65_plus,65_plus,23300,1,6
pums_ca_08900_00740,0608900,2018,13,4,60000_74999,3,married_couple,no_65_plus,35_64,74000,3,1
pums_ca_08900_00741,0608900,2018,7,5,75000_99999,3,married_couple,has_65_plus,65_plus,80000,3,1
pums_ca_08900_00742,0608900,2018,12,1,15000_19999,0,nonfamily_not_living_alone,has_65_plus,65_plus,19000,0,6
pums_ca_08900_00743,0608900,2018,15,1,25000_29999,1,nonfamily_living_alone,no_65_plus,35_64,25000,1,4
pums_ca_08900_00744,0608900,2018,13,6,60000_74999,2,married_couple,has_65_plus,65_plus,71000,2,1
pums_ca_08900_00745,0608900,2018,24,5,50000_59999,3,married_couple,no_65_plus,35_64,59000,3,1
pums_ca_08900_00746,0608900,2018,34,2,40000_44999,1,nonfamily_living_alone,no_65_plus,18_34,40000,1,5
pums_ca_08900_00747,0608900,2018,7,2,75000_99999,3,married_couple,no_65_plus,35_64,95000,3,1
pums_ca_08900_00748,0608900,2018,37,1,20000_24999,1,nonfamily_living_alone,no_65_plus,35_64,20000,1,4
pums_ca_08900_00749,0608900,2018,16,4,60000_74999,3,married_couple,no_65_plus,35_64,68000,3,1
pums_ca_08900_00750,0608900,2018,25,5,75000_99999,3,married_couple,no_65_plus,18_34,78000,3,1
pums_ca_08900_00751,0608900,2018,13,1,20000_24999,4_plus,nonfamily_not_living_alone,has_65_plus,65_plus,20100,4,6
pums_ca_08900_00752,0608900,2018,20,1,lt_10000,2,nonfamily_not_living_alone,has_65_plus,65_plus,8400,2,6
pums_ca_08900_00753,0608900,2018,13,2,25000_29999,2,other_male_householder,no_65_plus,18_34,28000,2,2
pums_ca_08900_00754,0608900,2018,43,1,25000_29999,1,nonfamily_not_living_alone,no_65_plus,18_34,25000,1,6
pums_ca_08900_00755,0608900,2018,5,2,20000_24999,3,married_couple,has_65_plus,65_plus,24002,3,1
pums_ca_08900_00756,0608900,2018,12,3,35000_39999,1,married_couple,no_65_plus,35_64,38950,1,1
pums_ca_08900_00757,0608900,2018,21,2,75000_99999,3,married_couple,has_65_plus,65_plus,77000,3,1
pums_ca_08900_00758,0608900,2018,8,2,50000_59999,2,other_male_householder,has_65_plus,65_plus,58000,2,2
pums_ca_08900_00759,0608900,2018,23,2,50000_59999,2,nonfamily_living_alone,no_65_plus,18_34,51000,2,5
pums_ca_08900_00760,0608900,2018,13,1,lt_10000,0,nonfamily_not_living_alone,no_65_plus,35_64,0,0,6
pums_ca_08900_00761,0608900,2018,13,1,15000_19999,2,nonfamily_living_alone,no_65_plus,35_64,18000,2,4
pums_ca_08900_00762,0608900,2018,12,3,lt_10000,3,married_couple,has_65_plus,65_plus,8500,3,1
pums_ca_08900_00763,0608900,2018,9,1,15000_19999,1,nonfamily_not_living_alone,has_65_plus,65_plus,17300,1,6
pums_ca_08900_00764,0608900,2018,12,2,50000_59999,1,other_female_householder,has_65_plus,65_plus,54200,1,3
pums_ca_08900_00765,0608900,2018,64,2,60000_74999,3,married_couple,no_65_plus,35_64,65000,3,1
pums_ca_08900_00766,0608900,2018,8,2,40000_44999,1,married_couple,has_65_plus,65_plus,44500,1,1
pums_ca_08900_00767,0608900,2018,9,3,100000_124999,3,married_couple,has_65_plus,35_64,108700,3,1
pums_ca_08900_00768,0608900,2018,11,1,100000_124999,2,nonfamily_living_alone,no_65_plus,35_64,108500,2,4
pums_ca_08900_00769,0608900,2018,8,2,30000_34999,4_plus,nonfamily_living_alone,has_65_plus,65_plus,34600,5,5
pums_ca_08900_00770,0608900,2018,7,2,lt_10000,3,married_couple,no_65_plus,35_64,0,3,1
pums_ca_08900_00771,0608900,2018,14,5,75000_99999,4_plus,other_female_householder,no_65_plus,35_64,95200,6,3
pums_ca_08900_00772,0608900,2018,23,3,30000_34999,2,married_couple,has_65_plus,65_plus,33300,2,1
pums_ca_08900_00773,0608900,2018,18,1,75000_99999,2,nonfamily_not_living_alone,no_65_plus,35_64,80000,2,6
pums_ca_08900_00774,0608900,2018,34,1,15000_19999,1,nonfamily_living_alone,has_65_plus,65_plus,18000,1,4
pums_ca_08900_00775,0608900,2018,11,2,150000_199999,3,other_male_householder,has_65_plus,65_plus,171200,3,2
pums_ca_08900_00776,0608900,2018,17,2,60000_74999,3,married_couple,has_65_plus,65_plus,69000,3,1
pums_ca_08900_00777,0608900,2018,12,2,20000_24999,2,married_couple,no_65_plus,35_64,22100,2,1
pums_ca_08900_00778,0608900,2018,14,4,100000_124999,4_plus,other_female_householder,no_65_plus,35_64,100100,4,3
pums_ca_08900_00779,0608900,2018,38,1,100000_124999,2,nonfamily_living_alone,no_65_plus,35_64,108500,2,4
pums_ca_08900_00780,0608900,2018,20,2,20000_24999,2,married_couple,no_65_plus,35_64,20000,2,1
pums_ca_08900_00781,0608900,2018,12,1,20000_24999,2,nonfamily_not_living_alone,no_65_plus,35_64,24600,2,6
pums_ca_08900_00782,0608900,2018,8,2,125000_149999,2,nonfamily_living_alone,no_65_plus,35_64,131600,2,5
pums_ca_08900_00783,0608900,2018,11,1,lt_10000,0,nonfamily_living_alone,no_65_plus,18_34,0,0,4
pums_ca_08900_00784,0608900,2018,21,1,10000_14999,1,nonfamily_not_living_alone,no_65_plus,18_34,12000,1,6
pums_ca_08900_00785,0608900,2018,26,1,20000_24999,1,nonfamily_not_living_alone,no_65_plus,35_64,20100,1,6
pums_ca_08900_00786,0608900,2018,6,4,125000_149999,4_plus,married_couple,no_65_plus,35_64,139000,4,1
pums_ca_08900_00787,0608900,2018,20,1,75000_99999,2,nonfamily_living_alone,has_65_plus,65_plus,78400,2,4
pums_ca_08900_00788,0608900,2018,14,4,60000_74999,2,married_couple,no_65_plus,35_64,68900,2,1
pums_ca_08900_00789,0608900,2018,12,2,25000_29999,2,married_couple,has_65_plus,35_64,28000,2,1
pums_ca_08900_00790,0608900,2018,16,4,75000_99999,2,married_couple,no_65_plus,35_64,80000,2,1
pums_ca_08900_00791,0608900,2018,23,1,lt_10000,0,nonfamily_not_living_alone,has_65_plus,65_plus,4200,0,6
pums_ca_08900_00792,0608900,2018,8,6,100000_124999,2,married_couple,no_65_plus,18_34,100000,2,1
pums_ca_08900_00793,0608900,2018,12,2,20000_24999,1,other_female_householder,no_65_plus,35_64,22200,1,3
pums_ca_08900_00794,0608900,2018,22,2,30000_34999,2,married_couple,no_65_plus,35_64,31200,2,1
pums_ca_08900_00795,0608900,2018,14,1,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35_64,11400,1,6
pums_ca_08900_00796,0608900,2018,13,2,20000_24999,2,married_couple,no_65_plus,35_64,22230,2,1
pums_ca_08900_00797,0608900,2018,16,2,50000_59999,1,nonfamily_living_alone,has_65_plus,65_plus,52400,1,5
pums_ca_08900_00798,0608900,2018,12,1,25000_29999,1,nonfamily_not_living_alone,no_65_plus,35_64,25000,1,6
pums_ca_08900_00799,0608900,2018,14,4,50000_59999,2,married_couple,has_65_plus,65_plus,54800,2,1
pums_ca_08900_00800,0608900,2018,9,1,10000_14999,0,nonfamily_not_living_alone,no_65_plus,35_64,10200,0,6
pums_ca_08900_00801,0608900,2018,12,1,lt_10000,1,nonfamily_living_alone,no_65_plus,35_64,2400,1,4
pums_ca_08900_00802,0608900,2018,12,1,50000_59999,1,nonfamily_not_living_alone,has_65_plus,65_plus,52200,1,6
