geoid,state_fips,county_fips,tract,geography,attribute,category,estimate,source_table,source_lines,universe,vintage
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",person_age_group,0_17,541,B01001,"B01001 lines 3,4,5,6,27,28,29,30",Total population,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",person_age_group,18_34,183,B01001,"B01001 lines 7,8,9,10,11,31,32,33,34,35",Total population,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",person_age_group,35_64,1143,B01001,"B01001 lines 12,13,14,15,16,17,18,19,36,37,38,39,40,41,42,43",Total population,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",person_age_group,65_plus,587,B01001,"B01001 lines 20,21,22,23,24,25,44,45,46,47,48,49",Total population,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",vehicle_count,0,16,B08201,B08201 line 2,Households,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",vehicle_count,1,228,B08201,B08201 line 3,Households,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",vehicle_count,2,439,B08201,B08201 line 4,Households,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",vehicle_count,3,198,B08201,B08201 line 5,Households,2018
14000US06089010601,06,089,010601,"Census Tract 010601, Shasta County, California",vehicle_count,4_plus,67,B08201,B08201 line 6,Households,2018
14000US06089010602,06,089,010602,"Census Tract 010602, Shasta County, California",household_income,100000_124999,129,B19001,B19001 line 14,Households,2018
14000US06089010602,06,089,010602,"Census Tract 010602, Shasta County, California",household_income,10000_14999,194,B19001,B19001 line 3,Households,2018
14000US06089010602,06,089,010602,"Census Tract 010602, Shasta County, California",household_income,125000_149999,157,B19001,B19001 line 15,Households,2018
14000US06089010602,06,089,010602,"Census Tract 010602, Shasta County, California",household_income,150000_199999,248,B19001,B19001 line 16,Households,2018
14000US06089010602,06,089,010602,"Census Tract 010602, Shasta County, California",household_income,15000_19999,65,B19001,B19001 line 4,Households,2018
14000US06089010602,06,089,010602,"Census Tract 010602, Shasta County, California",household_income,200000_plus,265,B19001,B19001 line 17,Households,2018
